target_chembl_id,target_name,target_organism,record_count,unique_compounds,endpoint_types,dominant_endpoint,dominant_endpoint_record_count,dominant_endpoint_unique_compounds,endpoint_homogeneity,doi_count,dominant_endpoint_doi_count,year_min,year_max,pactivity_min,pactivity_max,pactivity_range,dominant_endpoint_pactivity_min,dominant_endpoint_pactivity_max,dominant_endpoint_pactivity_range,readiness_tier,ready_compound_count_pass,ready_endpoint_homogeneity_pass,ready_activity_range_pass,ready_doi_diversity_pass,curatable_compound_count_pass,curatable_endpoint_homogeneity_pass,curatable_activity_range_pass,curatable_doi_diversity_pass,target_family,organism_group,uniprot_accession,ready_criteria_pass_count,curatable_criteria_pass_count
CHEMBL5936,Toll-like receptor 7,Homo sapiens,4,4,EC50; IC50,IC50,2,2,0.5,2,1,2019.0,2021.0,4.43,5.75,1.3200000000000005,4.43,4.64,0.2099999999999999,Not Suitable,0,0,0,0,0,0,0,0,Other/unclassified,Human,Q9NYK1,0,0
CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Homo sapiens,4,4,AC50; EC50; IC50,EC50,2,2,0.5,2,0,2014.0,2023.0,4.05,5.1,1.0499999999999998,4.05,4.18,0.1299999999999999,Not Suitable,0,0,0,0,0,0,0,0,Nuclear receptors,Human,Q9UNW4,0,0
CHEMBL3681,Amine oxidase [flavin-containing] A,Mus musculus,4,3,IC50,IC50,4,3,1.0,2,2,2013.0,2019.0,5.24,10.46,5.220000000000001,5.24,10.46,5.220000000000001,Not Suitable,0,1,1,0,0,1,1,0,Monoamine oxidases,Non-human,Q8K0Z8,2,2
CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,3,3,IC50,IC50,3,3,1.0,3,3,2023.0,2024.0,4.34,8.36,4.02,4.34,8.36,4.02,Not Suitable,0,1,1,0,0,1,1,1,Other/unclassified,Non-human,P0DTD1,2,3
CHEMBL1865,Histone deacetylase 6,Homo sapiens,3,3,IC50,IC50,3,3,1.0,3,3,2011.0,2021.0,4.5,7.82,3.3200000000000003,4.5,7.82,3.3200000000000003,Not Suitable,0,1,1,0,0,1,1,1,Other enzymes,Human,Q9UBN7,2,3
CHEMBL2219,Tyrosine-protein phosphatase non-receptor type 7,Homo sapiens,3,3,IC50,IC50,3,3,1.0,1,1,2020.0,2020.0,4.4,6.89,2.4899999999999998,4.4,6.89,2.4899999999999998,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Human,Q9BV05,1,2
CHEMBL1293260,Beta-lactamase,Salmonella choleraesuis (strain SC-B67),3,3,IC50,IC50,3,3,1.0,0,0,,,4.57,6.15,1.58,4.57,6.15,1.58,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Non-human,Q5J463,1,2
CHEMBL3114,"Sucrase-isomaltase, intestinal",Rattus norvegicus,6,3,IC50,IC50,6,3,1.0,1,1,2017.0,2017.0,4.87,6.27,1.3999999999999997,4.87,6.27,1.3999999999999997,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P23739,1,1
CHEMBL1293244,Beta-lactamase,Pseudomonas aeruginosa,3,3,IC50,IC50,3,3,1.0,0,0,,,4.11,5.49,1.38,4.11,5.49,1.38,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q79MP6,1,1
CHEMBL1293313,Leucine aminopeptidase,Plasmodium falciparum 3D7,3,3,IC50,IC50,3,3,1.0,0,0,,,4.02,5.3,1.2800000000000002,4.02,5.3,1.2800000000000002,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Non-human,Q8IL11,1,1
CHEMBL1075126,Pyruvate kinase PKLR,Homo sapiens,3,3,IC50,IC50,3,3,1.0,1,1,2024.0,2024.0,6.39,7.55,1.16,6.39,7.55,1.16,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,P30613,1,1
CHEMBL4523143,Galectin-7,Mus musculus,3,3,Kd,Kd,3,3,1.0,1,1,2016.0,2016.0,4.22,5.3,1.08,4.22,5.3,1.08,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,O54974,1,1
CHEMBL1697656,Glutathione S-transferase,Plasmodium falciparum,3,3,IC50,IC50,3,3,1.0,1,1,2009.0,2009.0,4.13,5.16,1.0300000000000002,4.13,5.16,1.0300000000000002,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q95V54,1,1
CHEMBL5373,Cannabinoid receptor 2,Mus musculus,3,3,Ki,Ki,3,3,1.0,1,1,2007.0,2007.0,8.17,9.09,0.92,8.17,9.09,0.92,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Non-human,Q544H5,1,1
CHEMBL4105838,DCN1-like protein 1,Homo sapiens,6,3,IC50,IC50,6,3,1.0,1,1,2019.0,2019.0,5.9,6.7,0.7999999999999998,5.9,6.7,0.7999999999999998,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9HCT3,1,1
CHEMBL2010631,Atypical chemokine receptor 3,Homo sapiens,3,3,IC50,IC50,3,3,1.0,1,1,2013.0,2013.0,5.1,5.89,0.79,5.1,5.89,0.79,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Human,Q92986,1,1
CHEMBL2758,Mannose-6-phosphate isomerase,Homo sapiens,4,3,IC50,IC50,4,3,1.0,0,0,,,4.53,5.29,0.7599999999999998,4.53,5.29,0.7599999999999998,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q96AB0,1,1
CHEMBL2973,Rho-associated protein kinase 2,Homo sapiens,3,3,IC50,IC50,3,3,1.0,0,0,2018.0,2022.0,6.3,7.04,0.7400000000000002,6.3,7.04,0.7400000000000002,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,Q9UQN5,1,1
CHEMBL1293282,Protein Rev,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1),3,3,IC50,IC50,3,3,1.0,0,0,,,4.18,4.85,0.6699999999999999,4.18,4.85,0.6699999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,P04618,1,1
CHEMBL1075094,Nuclear factor erythroid 2-related factor 2,Homo sapiens,3,3,EC50,EC50,3,3,1.0,2,2,2019.0,2022.0,5.34,5.92,0.5800000000000001,5.34,5.92,0.5800000000000001,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q96F71,1,1
CHEMBL2755,"Glutathione reductase, mitochondrial",Homo sapiens,3,3,IC50,IC50,3,3,1.0,1,1,2009.0,2009.0,4.57,5.12,0.5499999999999998,4.57,5.12,0.5499999999999998,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9NP63,1,1
CHEMBL5444,Tubulin beta-5 chain,Homo sapiens,3,3,IC50,IC50,3,3,1.0,1,1,2018.0,2018.0,5.03,5.54,0.5099999999999998,5.03,5.54,0.5099999999999998,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9CY33,1,1
CHEMBL4818,Potassium voltage-gated channel subfamily A member 3,Mus musculus,3,3,Kd,Kd,3,3,1.0,1,1,1998.0,1998.0,4.05,4.55,0.5,4.05,4.55,0.5,Not Suitable,0,1,0,0,0,1,0,0,Ion channels and transporters,Non-human,P16390,1,1
CHEMBL213,Beta-1 adrenergic receptor,Homo sapiens,3,3,Kd,Kd,3,3,1.0,1,1,2023.0,2023.0,5.25,5.62,0.3700000000000001,5.25,5.62,0.3700000000000001,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Human,Q9UKG8,1,1
CHEMBL3902,Glutathione S-transferase P,Homo sapiens,3,3,IC50,IC50,3,3,1.0,1,1,2009.0,2009.0,4.11,4.46,0.3499999999999996,4.11,4.46,0.3499999999999996,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q5TZY3,1,1
CHEMBL4295521,Phosphotyrosine protein phosphatase,Mycobacterium tuberculosis,3,3,IC50,IC50,3,3,1.0,1,1,2019.0,2019.0,5.06,5.39,0.33,5.06,5.39,0.33,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,A0A045ISB3,1,1
CHEMBL1825,Tumor necrosis factor,Homo sapiens,3,3,IC50,IC50,3,3,1.0,0,0,,,5.18,5.34,0.1600000000000001,5.18,5.34,0.1600000000000001,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,P01375,1,1
CHEMBL1293302,Female germline-specific tumor suppressor gld-1,Caenorhabditis elegans,3,3,IC50,IC50,3,3,1.0,0,0,,,5.33,5.41,0.08,5.33,5.41,0.08,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,Q17339,1,1
CHEMBL4123,Neurotensin receptor type 1,Homo sapiens,3,3,EC50,EC50,3,3,1.0,0,0,,,4.75,4.83,0.08,4.75,4.83,0.08,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Human,Q9H4T5,1,1
CHEMBL1075214,5'-nucleotidase,Rattus norvegicus,4,3,IC50; Ki,IC50,3,3,0.75,1,1,2012.0,2012.0,4.13,5.8,1.67,4.13,5.72,1.59,Not Suitable,0,0,0,0,0,1,1,0,Other/unclassified,Non-human,P21588,0,2
CHEMBL5586,Carbonyl reductase [NADPH] 1,Homo sapiens,4,3,IC50; Ki,IC50,3,3,0.75,2,2,2009.0,2017.0,5.38,6.22,0.8399999999999999,5.38,5.96,0.5800000000000001,Not Suitable,0,0,0,0,0,1,0,0,Other enzymes,Human,Q3LHW8,0,1
CHEMBL5905,Aldo-keto reductase family 1 member C1,Homo sapiens,3,3,IC50; Ki,IC50,2,2,0.6666666666666666,2,1,2012.0,2017.0,4.92,6.02,1.0999999999999996,4.92,6.02,1.0999999999999996,Not Suitable,0,0,0,0,0,1,0,0,Other enzymes,Human,Q9UCX2,0,1
CHEMBL268,Cathepsin K,Homo sapiens,3,3,IC50; Ki,Ki,2,2,0.6666666666666666,2,1,2012.0,2013.0,5.34,7.72,2.38,6.64,7.72,1.08,Not Suitable,0,0,0,0,0,1,0,0,Proteases,Human,Q6FHS6,0,1
CHEMBL4026,Signal transducer and activator of transcription 3,Homo sapiens,3,3,EC50; IC50,IC50,2,2,0.6666666666666666,1,1,2012.0,2012.0,4.2,6.09,1.89,4.2,5.21,1.0099999999999998,Not Suitable,0,0,0,0,0,1,0,0,Other/unclassified,Human,Q9BW54,0,1
CHEMBL4681,Aldo-keto reductase family 1 member C3,Homo sapiens,3,3,IC50; Ki,IC50,2,2,0.6666666666666666,2,1,2012.0,2017.0,5.4,6.33,0.9299999999999996,5.8,6.33,0.5300000000000002,Not Suitable,0,0,0,0,0,1,0,0,Other enzymes,Human,Q9UKL9,0,1
CHEMBL6175,Lysine-specific demethylase 4C,Homo sapiens,3,3,AC50; IC50,AC50,2,2,0.6666666666666666,1,0,2016.0,2016.0,3.75,6.32,2.5700000000000003,6.02,6.32,0.3000000000000007,Not Suitable,0,0,0,0,0,1,0,0,Other enzymes,Human,Q9H3R0,0,1
CHEMBL5847,Aldo-keto reductase family 1 member C2,Homo sapiens,3,3,IC50; Ki,IC50,2,2,0.6666666666666666,2,1,2012.0,2017.0,4.67,6.21,1.54,6.01,6.21,0.2000000000000001,Not Suitable,0,0,0,0,0,1,0,0,Other enzymes,Human,Q96A71,0,1
CHEMBL5857,Trace amine-associated receptor 1,Homo sapiens,6,3,EC50; IC50,IC50,3,3,0.5,0,0,,,4.88,5.73,0.8500000000000005,4.88,5.19,0.3100000000000005,Not Suitable,0,0,0,0,0,0,0,0,G protein-coupled receptors,Human,Q96RJ0,0,0
CHEMBL2955,Sphingosine 1-phosphate receptor 2,Homo sapiens,4,3,EC50; IC50,IC50,2,1,0.5,0,0,,,5.36,5.7,0.3399999999999998,5.36,5.6,0.2399999999999993,Not Suitable,0,0,0,0,0,0,0,0,G protein-coupled receptors,Human,Q86UN8,0,0
CHEMBL237,Kappa-type opioid receptor,Homo sapiens,3,3,EC50; IC50; Ki,IC50,1,1,0.3333333333333333,1,0,2008.0,2008.0,4.74,5.58,0.8399999999999999,4.98,4.98,0.0,Not Suitable,0,0,0,0,0,0,0,0,G protein-coupled receptors,Human,Q499G4,0,0
CHEMBL1781,DNA topoisomerase 1,Homo sapiens,2,2,IC50,IC50,2,2,1.0,2,2,2012.0,2021.0,4.22,7.42,3.2,4.22,7.42,3.2,Not Suitable,0,1,1,0,0,1,1,0,Other enzymes,Human,Q9UJN0,2,2
CHEMBL2176846,Advanced glycosylation end product-specific receptor,Homo sapiens,2,2,Kd,Kd,2,2,1.0,0,0,2020.0,2020.0,5.0,8.19,3.1899999999999995,5.0,8.19,3.1899999999999995,Not Suitable,0,1,1,0,0,1,1,0,Other/unclassified,Human,V5R6A3,2,2
CHEMBL1741165,Microphthalmia-associated transcription factor,Homo sapiens,4,2,AC50,AC50,4,2,1.0,0,0,,,4.63,7.52,2.89,4.63,7.52,2.89,Not Suitable,0,1,1,0,0,1,1,0,Other/unclassified,Human,Q9P2Y8,2,2
CHEMBL6187,MecA,Staphylococcus aureus,2,2,Kd,Kd,2,2,1.0,1,1,2021.0,2021.0,4.06,6.58,2.5200000000000005,4.06,6.58,2.5200000000000005,Not Suitable,0,1,1,0,0,1,1,0,Other/unclassified,Non-human,Q7DHH4,2,2
CHEMBL5533,Transcription factor p65,Homo sapiens,2,2,IC50,IC50,2,2,1.0,2,2,2018.0,2020.0,5.8,8.22,2.420000000000001,5.8,8.22,2.420000000000001,Not Suitable,0,1,0,0,0,1,1,0,Other/unclassified,Human,Q04206,1,2
CHEMBL1913,Platelet-derived growth factor receptor beta,Homo sapiens,2,2,IC50,IC50,2,2,1.0,2,2,2012.0,2021.0,5.89,7.7,1.8100000000000005,5.89,7.7,1.8100000000000005,Not Suitable,0,1,0,0,0,1,1,0,Kinases,Human,Q8N5L4,1,2
CHEMBL3192,Histone deacetylase 8,Homo sapiens,2,2,IC50,IC50,2,2,1.0,2,2,2011.0,2014.0,4.55,6.26,1.71,4.55,6.26,1.71,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Human,Q9NYH4,1,2
CHEMBL5460,Heat shock 70 kDa protein 1A,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2023.0,2023.0,4.6,6.12,1.5200000000000005,4.6,6.12,1.5200000000000005,Not Suitable,0,1,0,0,0,1,1,0,Other/unclassified,Human,Q9UQM0,1,2
CHEMBL3317339,Polymerase basic protein 2,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),2,2,Kd,Kd,2,2,1.0,2,2,2018.0,2021.0,5.44,6.96,1.5199999999999996,5.44,6.96,1.5199999999999996,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Non-human,Q8JUU8,1,2
CHEMBL5474,Galectin-9,Homo sapiens,4,2,Kd,Kd,4,2,1.0,1,1,2016.0,2016.0,4.35,5.8,1.4500000000000002,4.35,5.8,1.4500000000000002,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9NQ58,1,1
CHEMBL3212,Vitamin K epoxide reductase complex subunit 1,Bos taurus,2,2,IC50,IC50,2,2,1.0,1,1,2005.0,2005.0,6.0,7.4,1.4000000000000004,6.0,7.4,1.4000000000000004,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q6B4J2,1,1
CHEMBL3979,Peroxisome proliferator-activated receptor delta,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2006.0,2006.0,5.49,6.87,1.38,5.49,6.87,1.38,Not Suitable,0,1,0,0,0,1,0,0,Nuclear receptors,Human,Q9BUD4,1,1
CHEMBL1293317,Muscleblind-like protein 1,Homo sapiens,2,2,Kd,Kd,2,2,1.0,1,1,2022.0,2022.0,7.03,8.4,1.37,7.03,8.4,1.37,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9NR56,1,1
CHEMBL1801,Plasminogen,Homo sapiens,2,2,Ki,Ki,2,2,1.0,1,1,2023.0,2023.0,5.67,6.97,1.2999999999999998,5.67,6.97,1.2999999999999998,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q6PA00,1,1
CHEMBL3403,Butyrylcholinesterase,Rattus norvegicus,2,2,IC50,IC50,2,2,1.0,1,1,1998.0,1998.0,7.19,8.44,1.2499999999999991,7.19,8.44,1.2499999999999991,Not Suitable,0,1,0,0,0,1,0,0,Cholinesterases,Non-human,Q9JKC1,1,1
CHEMBL6164,Poly [ADP-ribose] polymerase tankyrase-1,Homo sapiens,4,2,IC50,IC50,4,2,1.0,1,1,2023.0,2023.0,7.48,8.7,1.2199999999999989,7.48,8.7,1.2199999999999989,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q59FX0,1,1
CHEMBL4360,Monocarboxylate transporter 1,Homo sapiens,3,2,IC50,IC50,3,2,1.0,2,2,2024.0,2024.0,6.07,7.23,1.16,6.07,7.23,1.16,Not Suitable,0,1,0,0,0,1,0,0,Ion channels and transporters,Human,Q9NSJ9,1,1
CHEMBL2954,Cathepsin S,Homo sapiens,2,2,Ki,Ki,2,2,1.0,1,1,2012.0,2012.0,5.08,6.12,1.04,5.08,6.12,1.04,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q9BUG3,1,1
CHEMBL4241,Squalene monooxygenase,Rattus norvegicus,2,2,IC50,IC50,2,2,1.0,1,1,2001.0,2001.0,4.7,5.7,1.0,4.7,5.7,1.0,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q4V8L3,1,1
CHEMBL338,Sodium-dependent dopamine transporter,Rattus norvegicus,2,2,IC50,IC50,2,2,1.0,1,1,2016.0,2016.0,7.16,8.0,0.8399999999999999,7.16,8.0,0.8399999999999999,Not Suitable,0,1,0,0,0,1,0,0,Ion channels and transporters,Non-human,P23977,1,1
CHEMBL1075108,Solute carrier family 12 member 5,Rattus norvegicus,2,2,IC50,IC50,2,2,1.0,1,1,2012.0,2012.0,5.4,6.22,0.8199999999999994,5.4,6.22,0.8199999999999994,Not Suitable,0,1,0,0,0,1,0,0,Ion channels and transporters,Non-human,Q63633,1,1
CHEMBL4450,UDP-galactopyranose mutase,Mycobacterium tuberculosis,2,2,AC50,AC50,2,2,1.0,0,0,,,4.2,4.97,0.7699999999999996,4.2,4.97,0.7699999999999996,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,Q7D4U3,1,1
CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,2,2,IC50,IC50,2,2,1.0,2,2,2015.0,2022.0,6.58,7.32,0.7400000000000002,6.58,7.32,0.7400000000000002,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q09472,1,1
CHEMBL3223,5-hydroxytryptamine receptor 7,Rattus norvegicus,2,2,Ki,Ki,2,2,1.0,1,1,2001.0,2001.0,5.83,6.55,0.7199999999999998,5.83,6.55,0.7199999999999998,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Non-human,P97936,1,1
CHEMBL1991,Inhibitor of nuclear factor kappa-B kinase subunit beta,Homo sapiens,2,2,IC50,IC50,2,2,1.0,2,2,2013.0,2020.0,5.01,5.7,0.6900000000000004,5.01,5.7,0.6900000000000004,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,O75327,1,1
CHEMBL4662,Proteasome Macropain subunit MB1,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2019.0,2019.0,5.97,6.66,0.6900000000000004,5.97,6.66,0.6900000000000004,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q9TNN9,1,1
CHEMBL2484,Acetylcholine receptor subunit epsilon,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2019.0,2019.0,7.57,8.22,0.6500000000000004,7.57,8.22,0.6500000000000004,Not Suitable,0,1,0,0,0,1,0,0,Ion channels and transporters,Human,Q04844,1,1
CHEMBL4343,DNA polymerase beta,Rattus norvegicus,2,2,IC50,IC50,2,2,1.0,1,1,2004.0,2004.0,4.02,4.65,0.6300000000000008,4.02,4.65,0.6300000000000008,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q4G081,1,1
CHEMBL5661,Exportin-1,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2010.0,2010.0,5.19,5.8,0.6099999999999994,5.19,5.8,0.6099999999999994,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q99433,1,1
CHEMBL4036,Cyclin-dependent kinase 5,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2022.0,2022.0,5.57,6.14,0.5699999999999994,5.57,6.14,0.5699999999999994,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,Q00535,1,1
CHEMBL5926,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",Trypanosoma cruzi,3,2,IC50,IC50,3,2,1.0,2,2,2009.0,2014.0,4.19,4.75,0.5599999999999996,4.19,4.75,0.5599999999999996,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P22513,1,1
CHEMBL2069,Thromboxane A2 receptor,Homo sapiens,2,2,Kd,Kd,2,2,1.0,1,1,1995.0,1995.0,6.37,6.86,0.4900000000000002,6.37,6.86,0.4900000000000002,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9UCY2,1,1
CHEMBL3658,Tubulin alpha chain,Sus scrofa,2,2,IC50,IC50,2,2,1.0,1,1,2004.0,2004.0,4.52,5.0,0.4800000000000004,4.52,5.0,0.4800000000000004,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,P02550,1,1
CHEMBL6089,Ubiquitin-conjugating enzyme E2 N,Homo sapiens,3,2,IC50,IC50,3,2,1.0,0,0,,,4.98,5.46,0.4799999999999995,4.98,5.46,0.4799999999999995,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q53Y81,1,1
CHEMBL3720,ATP-citrate synthase,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2017.0,2017.0,4.92,5.39,0.4699999999999997,4.92,5.39,0.4699999999999997,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9BRL0,1,1
CHEMBL4481,"Nitric oxide synthase, inducible",Homo sapiens,2,2,EC50,EC50,2,2,1.0,1,1,2009.0,2009.0,5.7,6.08,0.3799999999999999,5.7,6.08,0.3799999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UD42,1,1
CHEMBL4999,Aldo-keto reductase family 1 member C4,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2017.0,2017.0,6.09,6.46,0.3700000000000001,6.09,6.46,0.3700000000000001,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9NS54,1,1
CHEMBL2563,Histone deacetylase 5,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2010.0,2010.0,5.52,5.88,0.3600000000000003,5.52,5.88,0.3600000000000003,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UQL6,1,1
CHEMBL4145,Histone deacetylase 9,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2010.0,2010.0,5.63,5.99,0.3600000000000003,5.63,5.99,0.3600000000000003,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UKV0,1,1
CHEMBL2731,Galanin receptor type 3,Homo sapiens,2,2,IC50,IC50,2,2,1.0,0,0,,,4.89,5.24,0.3500000000000005,4.89,5.24,0.3500000000000005,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Human,Q53YJ4,1,1
CHEMBL246,Beta-3 adrenergic receptor,Homo sapiens,2,2,Kd,Kd,2,2,1.0,1,1,2023.0,2023.0,5.59,5.93,0.3399999999999998,5.59,5.93,0.3399999999999998,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Human,Q4JFT4,1,1
CHEMBL4247,ALK tyrosine kinase receptor,Homo sapiens,4,2,IC50,IC50,4,2,1.0,1,1,2024.0,2024.0,6.23,6.57,0.3399999999999998,6.23,6.57,0.3399999999999998,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,Q9UM73,1,1
CHEMBL3402,"Alkaline phosphatase, germ cell type",Homo sapiens,4,2,IC50,IC50,4,2,1.0,0,0,,,5.21,5.54,0.33,5.21,5.54,0.33,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q96CM1,1,1
CHEMBL3922,Methionine aminopeptidase 2,Homo sapiens,2,2,IC50,IC50,2,2,1.0,0,0,2018.0,2018.0,6.4,6.72,0.3199999999999994,6.4,6.72,0.3199999999999994,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q8NB11,1,1
CHEMBL3797020,Lectin,Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656/ NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315)),2,2,IC50,IC50,2,2,1.0,1,1,2016.0,2016.0,4.84,5.13,0.29,4.84,5.13,0.29,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,B4EH87,1,1
CHEMBL4261,Hypoxia-inducible factor 1-alpha,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2021.0,2021.0,6.82,7.1,0.2799999999999993,6.82,7.1,0.2799999999999993,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9UPB1,1,1
CHEMBL3524,Histone deacetylase 4,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2010.0,2010.0,5.93,6.19,0.2600000000000007,5.93,6.19,0.2600000000000007,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UND6,1,1
CHEMBL5465386,Metallo-beta-lactamase type 2,Bacteria,2,2,Ki,Ki,2,2,1.0,0,0,2020.0,2020.0,4.0,4.26,0.2599999999999998,4.0,4.26,0.2599999999999998,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,C7C422,1,1
CHEMBL2637,Mitogen-activated protein kinase 10,Homo sapiens,2,2,IC50,IC50,2,2,1.0,0,0,,,4.26,4.49,0.2300000000000004,4.26,4.49,0.2300000000000004,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,Q49AP1,1,1
CHEMBL2688,Hexokinase-1,Homo sapiens,2,2,EC50,EC50,2,2,1.0,0,0,,,4.43,4.66,0.2300000000000004,4.43,4.66,0.2300000000000004,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,Q9NNZ5,1,1
CHEMBL2716,Histone deacetylase 7,Homo sapiens,2,2,IC50,IC50,2,2,1.0,1,1,2010.0,2010.0,5.89,6.11,0.2200000000000006,5.89,6.11,0.2200000000000006,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UFU7,1,1
CHEMBL6065,Dihydrofolate reductase,Mycobacterium tuberculosis,2,2,IC50,IC50,2,2,1.0,1,1,2018.0,2018.0,5.87,6.09,0.2199999999999997,5.87,6.09,0.2199999999999997,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P9WNX1,1,1
CHEMBL3155,5-hydroxytryptamine receptor 7,Homo sapiens,2,2,Ki,Ki,2,2,1.0,1,1,2020.0,2020.0,7.37,7.58,0.2099999999999999,7.37,7.58,0.2099999999999999,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Human,Q5VX03,1,1
CHEMBL1169595,UDP-galactose 4-epimerase,Trypanosoma brucei,2,2,IC50,IC50,2,2,1.0,1,1,2010.0,2010.0,5.3,5.5,0.2000000000000001,5.3,5.5,0.2000000000000001,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q8T8E9,1,1
CHEMBL4105758,Butyrophilin subfamily 3 member A1,Homo sapiens,2,2,EC50,EC50,2,2,1.0,1,1,2021.0,2021.0,7.92,8.1,0.1799999999999997,7.92,8.1,0.1799999999999997,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9HCY1,1,1
