molecule_chembl_id,record_count,chembl_target_degree,canonical_smiles,endpoint_types,dominant_endpoint,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range,target_ids,target_names,target_organisms
CHEMBL4753776,1,1,O=c1cc(OCCCCn2cc(COn3nnc4ccccc43)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.49,5.49,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4754666,1,1,O=c1oc2cc(O)ccc2c2cc(O)c(O)cc12,IC50,IC50,1,2024,2024,6.39,6.39,0.0,CHEMBL1075126,Pyruvate kinase PKLR,Homo sapiens
CHEMBL4755707,1,1,O=c1cc(OCCCn2cc(COn3nnc4ccccc43)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.88,5.88,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4756123,1,1,O=c1cc(OCCCCn2cc(Cn3nnc4ccccc43)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,6.63,6.63,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4757760,1,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cc1cc(=O)oc2cc(N(C)C)ccc12)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,IC50,1,2020,2020,6.56,6.56,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4758084,1,1,O=c1ccc2ccc(OCCCn3cc(Cn4nnc5ccccc54)nn3)cc2o1,IC50,IC50,1,2020,2020,5.53,5.53,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4758108,1,1,C/C(=N\Cc1ccccn1)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,4.66,4.66,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4758120,1,1,C/C(=N\CCCO)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,4.43,4.43,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4758314,1,1,C/C(=N\Cc1ccccc1)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,5.14,5.14,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4758696,1,1,O=c1ccc2ccc(OCCn3cc(Cn4nnc5ccccc54)nn3)cc2o1,IC50,IC50,1,2020,2020,5.67,5.67,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL475885,1,1,O=C1CCCCC1Oc1ccc2ccc(=O)oc2c1,IC50,IC50,1,2008,2008,4.37,4.37,0.0,CHEMBL1951,Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL4758921,1,1,O=c1cc(OCCCCCn2cc(Cn3nnc4ccccc43)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.94,5.94,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4759593,1,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cc1cc2ccc(N)cc2oc1=O)S(=O)(=O)c1ccc(N)cc1,IC50,IC50,1,2020,2020,7.02,7.02,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4760803,1,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCc1cc(=O)oc2cc(O)ccc12)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,IC50,1,2020,2020,9.85,9.85,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4760876,1,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2oc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,IC50,1,2020,2020,6.53,6.53,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4761402,1,1,O=c1cc(OCCCCCn2cc(Cn3nc4ccccc4n3)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.32,5.32,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4761822,1,1,O=c1cc(OCCCCn2cc(Cn3nc4ccccc4n3)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.68,5.68,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4762530,1,1,C/C(=N\Cc1cccc(C)c1)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,5.31,5.31,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4762795,1,1,O=c1cc(OCCn2cc(Cn3nnc4ccccc43)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,7.01,7.01,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4763227,1,1,C/C(=N\CCO)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,4.04,4.04,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4764253,1,1,O=c1cc(OCCCn2cc(Cn3nc4ccccc4n3)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.78,5.78,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4776137,1,1,COc1ccc2c(CC(=O)N[C@@H](CC(=O)O)C(=O)O[C@@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H]([C@H](C)CCC(=O)OCCOCCOCCN=[N+]=[N-])CC[C@@H]54)C3)cc(=O)oc2c1,IC50,IC50,1,2021,2021,5.34,5.34,0.0,CHEMBL3596075,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens
CHEMBL4777310,1,1,COc1ccc2c(CC(=O)N[C@@H](CC(=O)O)C(=O)O[C@@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H]([C@H](C)CCC(=O)OCCOCCOCCOCCOCCN=[N+]=[N-])CC[C@@H]54)C3)cc(=O)oc2c1,IC50,IC50,1,2021,2021,5.24,5.24,0.0,CHEMBL3596075,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens
CHEMBL4778183,1,1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2cc3ccc(O)cc3oc2=O)cc1,IC50,IC50,1,2020,2020,6.96,6.96,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4778575,1,1,Cc1ccc2c(C)c(CC(=O)Nc3ccc(Cn4cncn4)cc3)c(=O)oc2c1,IC50,IC50,1,2020,2020,4.61,4.61,0.0,CHEMBL2007628,Tyrosine-protein phosphatase non-receptor type 5,Homo sapiens
CHEMBL4778582,1,1,O=c1cc(OCCn2cc(COn3nnc4ccccc43)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.36,5.36,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4778639,1,1,O=c1cc(OCCn2cc(Cn3nc4ccccc4n3)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.72,5.72,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4780130,1,1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2cc3ccc(N)cc3oc2=O)cc1,IC50,IC50,1,2020,2020,6.65,6.65,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4781495,1,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cc1cc2ccc(N)cc2oc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,IC50,1,2020,2020,6.25,6.25,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4781507,1,1,O=c1cc(OCCCCCCn2cc(Cn3nnc4ccccc43)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.27,5.27,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4781566,1,1,C/C(=N\Cc1cccnc1)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,4.77,4.77,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4782518,1,1,O=c1ccc2ccc(OCCn3cc(COn4nnc5ccccc54)nn3)cc2o1,IC50,IC50,1,2020,2020,5.7,5.7,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4782774,1,1,O=c1ccc2ccc(OCCCn3cc(COn4nnc5ccccc54)nn3)cc2o1,IC50,IC50,1,2020,2020,5.7,5.7,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4783462,1,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc2oc(=O)ccc2c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,IC50,1,2020,2020,8.59,8.59,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4784196,1,1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Oc2ccc3c(C)cc(=O)oc3c2)cc1,IC50,IC50,1,2020,2020,9.8,9.8,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4784930,1,1,O=c1ccc2ccc(OCCCCCn3cc(Cn4nnc5ccccc54)nn3)cc2o1,IC50,IC50,1,2020,2020,5.26,5.26,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL478605,1,1,Cc1c(C)c2ccc(OCCCOc3cc(O)cc(N(C)C)c3)cc2oc1=O,IC50,IC50,1,2008,2008,6.06,6.06,0.0,CHEMBL4768,Acetylcholinesterase,Bos taurus
CHEMBL478608,1,1,Cc1c(C)c2ccc(OCCCCOc3cc(O)cc(N(C)C)c3)cc2oc1=O,IC50,IC50,1,2008,2008,6.56,6.56,0.0,CHEMBL4768,Acetylcholinesterase,Bos taurus
CHEMBL4786536,1,1,C/C(=N\Cc1ccc(C)cc1)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,5.1,5.1,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL478728,1,1,CCOC(=O)C(C(C)=O)C(c1cccc([N+](=O)[O-])c1)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2016,2016,11.0,11.0,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4788347,1,1,COc1cc(F)ccc1-c1nc(Nc2ccc3c(N4CCOCC4)c(C(C)=O)c(=O)oc3c2)ncc1F,IC50,IC50,1,2020,2020,5.0,5.0,0.0,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens
CHEMBL4788760,1,1,C[C@@H](Oc1ccc2c(c1)oc(=O)c1ccccc12)C(=O)c1ccccc1,Ki,Ki,1,2020,2020,5.27,5.27,0.0,CHEMBL5113,Orexin/Hypocretin receptor type 1,Homo sapiens
CHEMBL478897,1,1,COC(=O)c1cc2ccc(OCCc3nc(-c4cccc([N+](=O)[O-])c4)oc3C)cc2oc1=O,EC50,EC50,1,2008,2008,5.45,5.45,0.0,CHEMBL235,Peroxisome proliferator-activated receptor gamma,Homo sapiens
CHEMBL4789078,1,1,CCC/N=C(\C)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,4.27,4.27,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4789923,1,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cc1cc(=O)oc2cc(O)ccc12)S(=O)(=O)c1ccc(N)cc1,IC50,IC50,1,2020,2020,7.42,7.42,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4790359,1,1,CCCC/N=C(\C)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,5.23,5.23,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4790660,1,1,Cc1cc(=O)oc2cc(OS(=O)(=O)C3CC4OC3C(c3ccc(O)cc3)=C4c3ccc(O)cc3)ccc12,IC50,IC50,1,2020,2020,4.86,4.86,0.0,CHEMBL6136,Lysine-specific histone demethylase 1A,Homo sapiens
CHEMBL4791335,1,1,C/C(=N\Nc1ccccc1)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,4.57,4.57,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4791933,1,1,Cc1cc(Nc2ccc3c(C)cc(=O)oc3c2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1,IC50,IC50,1,2020,2020,5.94,5.94,0.0,CHEMBL4302,ATP-dependent translocase ABCB1,Homo sapiens
CHEMBL4793392,1,1,C/C(=N\CC(C)C)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,4.47,4.47,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL4793934,1,1,COc1ccc2cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc([N+](=O)[O-])cc3)c(=O)oc2c1,IC50,IC50,1,2020,2020,6.66,6.66,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4793980,1,1,COc1ccc2c(CC(=O)N[C@@H](CC(=O)O)C(=O)O[C@@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H]([C@H](C)CCC(=O)OCCOCCOCCOCCN=[N+]=[N-])CC[C@@H]54)C3)cc(=O)oc2c1,IC50,IC50,1,2021,2021,5.3,5.3,0.0,CHEMBL3596075,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens
CHEMBL4794885,1,1,Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc2c3c(c(=O)oc12)CCCCC3,Kd,Kd,1,2020,2020,4.27,4.27,0.0,CHEMBL1075093,Farnesyl pyrophosphate synthase,Rattus norvegicus
CHEMBL4795586,1,1,NS(=O)(=O)c1cccc(/N=N/c2cc3ccc(=O)oc3cc2O)c1,IC50,IC50,1,2020,2020,4.72,4.72,0.0,CHEMBL2424,Lactoylglutathione lyase,Homo sapiens
CHEMBL4796953,1,1,O=c1ccc2ccc(OCCCCn3cc(Cn4nc5ccccc5n4)nn3)cc2o1,IC50,IC50,1,2020,2020,5.26,5.26,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4797696,1,1,Cc1cc(=O)oc2cc(OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc([N+](=O)[O-])cc3)ccc12,IC50,IC50,1,2020,2020,8.99,8.99,0.0,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1
CHEMBL4797927,1,1,COc1ccc2c(CC(=O)N[C@@H](CC(=O)O)C(=O)O[C@@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H]([C@H](C)CCC(=O)OCCOCCN=[N+]=[N-])CC[C@@H]54)C3)cc(=O)oc2c1,IC50,IC50,1,2021,2021,5.29,5.29,0.0,CHEMBL3596075,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens
CHEMBL4798200,1,1,O=c1cc(OCCCCCCn2cc(Cn3nc4ccccc4n3)nn2)c2ccccc2o1,IC50,IC50,1,2020,2020,5.21,5.21,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL479894,1,1,COc1cc2c(c3oc(=O)ccc13)C=CC(C)(C)O2,IC50,IC50,1,2014,2014,5.73,5.73,0.0,CHEMBL288,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens
CHEMBL4800187,1,1,COc1ccc2c(CC(=O)N[C@@H](CC(=O)O)C(=O)O[C@@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H]([C@H](C)CCC(=O)OCCN=[N+]=[N-])CC[C@@H]54)C3)cc(=O)oc2c1,IC50,IC50,1,2021,2021,5.25,5.25,0.0,CHEMBL3596075,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens
CHEMBL4800510,1,1,CCCCCC/N=C(\C)c1c(O)c2ccccc2oc1=O,IC50,IC50,1,2020,2020,5.54,5.54,0.0,CHEMBL4680039,Myosin-2,Bos taurus
CHEMBL481657,1,1,CC1(C)Oc2cc3oc(=O)ccc3cc2C[C@@H]1O,IC50,IC50,1,2001,2001,4.55,4.55,0.0,CHEMBL220,Acetylcholinesterase,Homo sapiens
CHEMBL483974,1,1,CCCc1cc(=O)oc2cc3c(c(O)c12)C(=O)CC(C)O3,IC50,IC50,1,2009,2009,4.41,4.41,0.0,CHEMBL6003,Testis-specific serine/threonine-protein kinase 1,Homo sapiens
CHEMBL4848104,1,1,O=c1ccc2ccc(OCc3cn(Cc4cc(=O)c(O)co4)nn3)cc2o1,IC50,IC50,1,2020,2020,6.64,6.64,0.0,CHEMBL3318,Tyrosinase,Agaricus bisporus
CHEMBL4848196,1,1,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)OCCOc4cc(=O)oc5ccccc45)CC[C@]3(C)CC[C@]12C,IC50,IC50,1,2021,2021,6.82,6.82,0.0,CHEMBL4261,Hypoxia-inducible factor 1-alpha,Homo sapiens
CHEMBL4852184,1,1,CCCCC1(c2cc(O)c3cc(C)c(=O)oc3c2)CCCC1,Ki,Ki,1,2021,2021,6.0,6.0,0.0,CHEMBL253,Cannabinoid receptor 2,Homo sapiens
CHEMBL4852306,1,1,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)OCCOc4ccc5ccc(=O)oc5c4)CC[C@]3(C)CC[C@]12C,IC50,IC50,1,2021,2021,7.1,7.1,0.0,CHEMBL4261,Hypoxia-inducible factor 1-alpha,Homo sapiens
CHEMBL4852666,1,1,O=C(O)c1cc(NC(=O)c2cc3cc([N+](=O)[O-])c(O)c(O)c3oc2=O)ccc1O,IC50,IC50,1,2021,2021,4.68,4.68,0.0,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1
CHEMBL4854056,1,1,CCCN(CC)c1ccc2c(C)cc(=O)oc2c1,EC50,EC50,1,2021,2021,5.1,5.1,0.0,CHEMBL4739844,Immunoglobulin lambda variable 6-57,Homo sapiens
CHEMBL4854892,1,1,CCN(C)c1ccc2c(C)cc(=O)oc2c1,EC50,EC50,1,2021,2021,4.75,4.75,0.0,CHEMBL4739844,Immunoglobulin lambda variable 6-57,Homo sapiens
CHEMBL4855577,1,1,Cc1c(O)c([N+](=O)[O-])cc2cc(C(=O)NC3CCN(Cc4cccc(F)c4)CC3)c(=O)oc12,IC50,IC50,1,2021,2021,4.34,4.34,0.0,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1
CHEMBL4855587,1,1,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc(=O)c2ccccc2o1,IC50,IC50,1,2021,2021,4.58,4.58,0.0,CHEMBL1806,DNA topoisomerase 2-alpha,Homo sapiens
CHEMBL4856137,1,1,CCCS(=O)(=O)Nc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Ki,Ki,1,2021,2021,4.05,4.05,0.0,CHEMBL4879514,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens
CHEMBL4859883,1,1,O=C(NC1CCN(Cc2ccc(Cl)cc2)CC1)c1cc2cc([N+](=O)[O-])c(O)c(O)c2oc1=O,IC50,IC50,1,2021,2021,5.08,5.08,0.0,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1
CHEMBL486219,1,1,COc1cc(O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,IC50,IC50,1,2013,2013,4.21,4.21,0.0,CHEMBL5848,"Oligo-1,6-glucosidase IMA1",Saccharomyces cerevisiae S288c
CHEMBL4862435,1,1,O=C(c1cc2cc([N+](=O)[O-])c(O)c(O)c2oc1=O)N1CCCN(S(=O)(=O)c2ccc3ccncc3c2)CC1,IC50,IC50,1,2021,2021,4.16,4.16,0.0,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1
CHEMBL4862632,1,1,COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)N[C@@H](Cc4c[nH]c5ccc(O)cc45)C(=O)O)ccc23)cc1,Kd,Kd,1,2021,2021,6.58,6.58,0.0,CHEMBL6187,MecA,Staphylococcus aureus
CHEMBL486460,1,1,O=C(c1cc2ccccc2oc1=O)N1CCN(c2ccccc2)CC1,IC50,IC50,1,2008,2008,5.03,5.03,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL4864715,1,1,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc2ccccc2s1,IC50,IC50,1,2021,2021,4.99,4.99,0.0,CHEMBL1806,DNA topoisomerase 2-alpha,Homo sapiens
CHEMBL4865493,1,1,CCCN(C(=O)c1cc2cc([N+](=O)[O-])c(O)c(O)c2oc1=O)[C@@H]1CCc2nc(N)sc2C1,IC50,IC50,1,2021,2021,4.35,4.35,0.0,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1
CHEMBL4867922,1,1,COC(=O)c1cc(NC(=O)c2cc3cc([N+](=O)[O-])c(O)c(O)c3oc2=O)ccc1O,IC50,IC50,1,2021,2021,4.91,4.91,0.0,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1
CHEMBL4868404,1,1,CCN(CC)CCn1cnc2c(=O)oc3ccccc3c21,IC50,IC50,1,2021,2021,4.43,4.43,0.0,CHEMBL5936,Toll-like receptor 7,Homo sapiens
CHEMBL4869153,1,1,CCCCCCC(C)(C)c1cc(O)c2cc(Cc3ccccc3C(F)(F)F)c(=O)oc2c1,Ki,Ki,1,2021,2021,6.0,6.0,0.0,CHEMBL218,Cannabinoid receptor 1,Homo sapiens
CHEMBL487049,1,1,COc1cc(OC2CCCCC2=O)cc2oc(=O)ccc12,IC50,IC50,1,2008,2008,4.69,4.69,0.0,CHEMBL1951,Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL4870551,1,1,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cnc2ccccc2c1,IC50,IC50,1,2021,2021,4.78,4.78,0.0,CHEMBL1806,DNA topoisomerase 2-alpha,Homo sapiens
CHEMBL4870855,1,1,O=C(Nc1cccc(Cl)c1)c1cc2ccccc2oc1=O,IC50,IC50,1,2021,2021,7.99,7.99,0.0,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL4871381,1,1,COc1ccc(NC(=O)[C@H]2Oc3c(c(=O)oc4ccccc34)[C@@H]2c2ccc(CCCN3CCCC3=O)cc2)cc1,Kd,Kd,1,2021,2021,4.06,4.06,0.0,CHEMBL6187,MecA,Staphylococcus aureus
CHEMBL4871933,1,1,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1cc2ccccc2oc1=O,EC50,EC50,1,2021,2021,5.11,5.11,0.0,CHEMBL4523923,Probable G-protein coupled receptor 27,Homo sapiens
CHEMBL4874211,1,1,Cc1c(CCN2CC3(CCN(c4nccn5ccnc45)CC3)NC2=O)c(=O)oc2cc(O[C@H](C)c3ccccc3)ccc12,EC50,EC50,1,2021,2021,8.39,8.39,0.0,CHEMBL4739844,Immunoglobulin lambda variable 6-57,Homo sapiens
CHEMBL4875269,1,1,CCN(CC)c1ccc2c(C)c(CCOC(=O)N(C)CCc3cccnc3)c(=O)oc2c1,EC50,EC50,1,2021,2021,5.28,5.28,0.0,CHEMBL4739844,Immunoglobulin lambda variable 6-57,Homo sapiens
CHEMBL4878037,1,1,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1c[nH]c2ccccc12,IC50,IC50,1,2021,2021,4.91,4.91,0.0,CHEMBL1806,DNA topoisomerase 2-alpha,Homo sapiens
CHEMBL4878847,1,1,C#CCN(CC#C)c1ccc2c(C)cc(=O)oc2c1,EC50,EC50,1,2021,2021,5.7,5.7,0.0,CHEMBL4739844,Immunoglobulin lambda variable 6-57,Homo sapiens
CHEMBL4879274,1,1,C#CCN(CC)c1ccc2c(C)cc(=O)oc2c1,EC50,EC50,1,2021,2021,5.58,5.58,0.0,CHEMBL4739844,Immunoglobulin lambda variable 6-57,Homo sapiens
CHEMBL4879384,1,1,CCN(c1ccc2c(C)cc(=O)oc2c1)C(C)C,EC50,EC50,1,2021,2021,5.01,5.01,0.0,CHEMBL4739844,Immunoglobulin lambda variable 6-57,Homo sapiens
CHEMBL488266,1,1,COc1c(O)ccc2c3c(c(=O)oc12)CCCC3,IC50,IC50,1,2008,2008,4.3,4.3,0.0,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL488267,1,1,COc1cc(OCC(C)=O)cc2oc(=O)ccc12,IC50,IC50,1,2008,2008,4.36,4.36,0.0,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL488688,1,1,O=c1cc(Cl)c2cc(CN3CCN(c4ccccc4)CC3)ccc2o1,IC50,IC50,1,2008,2008,4.72,4.72,0.0,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
CHEMBL491132,1,1,Cc1ncsc1C(=O)N(Cc1cc(=O)oc2c(F)cccc12)c1cccc(Cl)c1,EC50,EC50,1,2009,2009,5.7,5.7,0.0,CHEMBL4481,"Nitric oxide synthase, inducible",Homo sapiens
CHEMBL492115,1,1,NC(=O)COc1ccc2c3c(c(=O)oc2c1)CCCCC3,EC50,EC50,0,,,4.76,4.76,0.0,CHEMBL1293251,ATP-dependent molecular chaperone HSP82,Candida albicans (strain WO-1) (Yeast)
CHEMBL493586,1,1,O=C(O)[C@H]1O[C@@H](OCc2cc(=O)oc3cc(O)ccc23)[C@H](O)[C@@H](O)[C@@H]1O,Ki,Ki,1,2002,2002,4.11,4.11,0.0,CHEMBL2073682,ATP-binding cassette sub-family C member 3,Rattus norvegicus
CHEMBL494632,1,1,O=C(Nc1ccccc1)c1cc2cc([N+](=O)[O-])ccc2oc1=O,IC50,IC50,1,2008,2008,4.66,4.66,0.0,CHEMBL2821,Coagulation factor XII,Homo sapiens
CHEMBL494633,1,1,O=C(Nc1ccccc1)c1cc2cc(Br)ccc2oc1=O,IC50,IC50,1,2008,2008,4.62,4.62,0.0,CHEMBL2821,Coagulation factor XII,Homo sapiens
CHEMBL494799,1,1,O=C(Nc1ccccc1)c1cc2cc(Cl)cc(Cl)c2oc1=O,IC50,IC50,1,2008,2008,4.72,4.72,0.0,CHEMBL2821,Coagulation factor XII,Homo sapiens
CHEMBL494978,1,1,Cc1cc(C)cc(NC(=O)c2cc3cc(C)ccc3oc2=O)c1,IC50,IC50,1,2008,2008,5.01,5.01,0.0,CHEMBL2821,Coagulation factor XII,Homo sapiens
CHEMBL495153,1,1,Cc1cccc(NC(=O)c2cc3cc(Cl)cc(Cl)c3oc2=O)c1,IC50,IC50,1,2008,2008,4.6,4.6,0.0,CHEMBL2821,Coagulation factor XII,Homo sapiens
