compound_id,chembl_target_degree,family_aware_degree,target_family_list,target_chembl_id_list,high_family_degree_flag
CHEMBL3356690,1,1,Other enzymes,CHEMBL1641359,0
CHEMBL3356691,1,1,Other enzymes,CHEMBL1641359,0
CHEMBL3356692,1,1,Other enzymes,CHEMBL1641359,0
CHEMBL335955,1,1,Other enzymes,CHEMBL247,0
CHEMBL3359945,1,1,Monoamine oxidases,CHEMBL2993,0
CHEMBL3359946,1,1,Monoamine oxidases,CHEMBL2993,0
CHEMBL3359947,1,1,Monoamine oxidases,CHEMBL2993,0
CHEMBL3359949,1,1,Monoamine oxidases,CHEMBL2993,0
CHEMBL3360622,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360625,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360626,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360627,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360629,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360630,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360631,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360632,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360633,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360634,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360636,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360638,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360639,1,1,Other enzymes,CHEMBL6145,0
CHEMBL3360730,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3360731,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3360733,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3360734,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3360735,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL336955,1,1,Other enzymes,CHEMBL247,0
CHEMBL337005,1,1,Proteases,CHEMBL204,0
CHEMBL337029,1,1,Other enzymes,CHEMBL247,0
CHEMBL3394526,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394527,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394528,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394529,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394530,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394531,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394532,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394533,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394534,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394535,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394536,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394537,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394541,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394542,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394543,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3394544,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3400285,1,1,Kinases,CHEMBL3587,0
CHEMBL3400286,1,1,Kinases,CHEMBL3587,0
CHEMBL3400287,1,1,Kinases,CHEMBL3587,0
CHEMBL3402993,1,1,Kinases,CHEMBL3587,0
CHEMBL3402994,1,1,Kinases,CHEMBL3587,0
CHEMBL3403688,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403689,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403695,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403696,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403699,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403701,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403704,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403707,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403709,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403710,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403711,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL3403712,1,1,Nuclear receptors,CHEMBL4093,0
CHEMBL340669,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL3410695,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410696,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410701,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410705,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410708,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410709,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410710,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410715,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410716,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410718,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410721,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410722,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410723,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410724,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410725,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410726,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410727,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410728,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL3410729,1,1,G protein-coupled receptors,CHEMBL253,0
CHEMBL341394,1,1,Other enzymes,CHEMBL247,0
CHEMBL3425530,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427385,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427386,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427387,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427388,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427389,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427390,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427391,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427392,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427393,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427394,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427395,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427396,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427397,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427398,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427399,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427400,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427401,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427402,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427403,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427404,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427405,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427406,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427407,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427408,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427409,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427410,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427411,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427412,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427413,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427414,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427415,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427500,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427501,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL3427502,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL344277,1,1,Monoamine oxidases,CHEMBL3358,0
CHEMBL349179,1,1,Other/unclassified,CHEMBL4361,0
CHEMBL352395,1,1,Cytochrome P450s,CHEMBL3397,0
CHEMBL35376,1,1,G protein-coupled receptors,CHEMBL3943,0
CHEMBL3545712,1,1,Cholinesterases,CHEMBL220,0
CHEMBL3545714,1,1,Cholinesterases,CHEMBL1914,0
CHEMBL355539,1,1,Cytochrome P450s,CHEMBL289,0
CHEMBL3577084,1,1,Ion channels and transporters,CHEMBL1628468,0
CHEMBL3577296,1,1,Ion channels and transporters,CHEMBL1628477,0
CHEMBL358206,1,1,Other/unclassified,CHEMBL2085,0
CHEMBL3582268,1,1,G protein-coupled receptors,CHEMBL229,0
CHEMBL3582269,1,1,G protein-coupled receptors,CHEMBL229,0
CHEMBL3585376,1,1,Other enzymes,CHEMBL5131,0
CHEMBL358640,1,1,Other/unclassified,CHEMBL2085,0
CHEMBL3586607,1,1,Monoamine oxidases,CHEMBL2993,0
CHEMBL3589964,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3589965,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3589966,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3596578,1,1,Ion channels and transporters,CHEMBL4302,0
CHEMBL3596579,1,1,Ion channels and transporters,CHEMBL4302,0
CHEMBL3596581,1,1,Ion channels and transporters,CHEMBL4302,0
CHEMBL360708,1,1,Nuclear receptors,CHEMBL3072,0
CHEMBL3612302,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612303,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612304,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612305,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612306,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612307,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612308,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612348,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612349,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612350,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612352,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3612749,1,1,Kinases,CHEMBL267,0
CHEMBL3612750,1,1,Kinases,CHEMBL267,0
CHEMBL3612751,1,1,Kinases,CHEMBL267,0
CHEMBL361588,1,1,Kinases,CHEMBL3142,0
CHEMBL3622008,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622009,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622010,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622011,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622012,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622013,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622014,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622015,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622016,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3622017,1,1,Cytochrome P450s,CHEMBL3356,0
CHEMBL3629467,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3629468,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3629470,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3629471,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3629475,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3629808,1,1,Monoamine oxidases,CHEMBL1951,0
CHEMBL3629809,1,1,Monoamine oxidases,CHEMBL1951,0
CHEMBL3629814,1,1,Monoamine oxidases,CHEMBL1951,0
CHEMBL363139,1,1,G protein-coupled receptors,CHEMBL344,0
CHEMBL363583,1,1,G protein-coupled receptors,CHEMBL344,0
CHEMBL363624,1,1,Other enzymes,CHEMBL247,0
CHEMBL364885,1,1,Other enzymes,CHEMBL4586,0
CHEMBL36506,1,1,Other enzymes,CHEMBL1826,0
CHEMBL36517,1,1,G protein-coupled receptors,CHEMBL3943,0
CHEMBL367155,1,1,Nuclear receptors,CHEMBL3072,0
CHEMBL367262,1,1,Kinases,CHEMBL3142,0
CHEMBL367931,1,1,Other enzymes,CHEMBL3569,0
CHEMBL369126,1,1,Proteases,CHEMBL243,0
CHEMBL369452,1,1,Kinases,CHEMBL3142,0
CHEMBL3695458,1,1,Kinases,CHEMBL1075189,0
CHEMBL370608,1,1,G protein-coupled receptors,CHEMBL344,0
CHEMBL3706904,1,1,Nuclear receptors,CHEMBL1871,0
CHEMBL3706905,1,1,Nuclear receptors,CHEMBL1871,0
CHEMBL3716221,1,1,Ion channels and transporters,CHEMBL3714706,0
CHEMBL372346,1,1,Monoamine oxidases,CHEMBL1951,0
CHEMBL372919,1,1,G protein-coupled receptors,CHEMBL344,0
CHEMBL373100,1,1,Proteases,CHEMBL2334,0
CHEMBL3734905,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3734992,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3735242,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3735254,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3735572,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3735625,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3735711,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3735743,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3735983,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3736142,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3736303,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3736482,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL3739579,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3739596,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3739672,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3739747,1,1,Other/unclassified,CHEMBL2085,0
CHEMBL3740335,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3740529,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3740695,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3740860,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3740871,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3740883,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3740902,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3741757,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3741819,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3742224,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3742302,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3742383,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL3745757,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3746327,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3746509,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3746565,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3746815,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3746856,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3746981,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3747027,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3747030,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3747234,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3747348,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3747774,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL375046,1,1,Other enzymes,CHEMBL1978,0
CHEMBL375497,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3758686,1,1,Other enzymes,CHEMBL3167,0
CHEMBL3759162,1,1,Other enzymes,CHEMBL3167,0
CHEMBL3759178,1,1,Other enzymes,CHEMBL3167,0
CHEMBL3759775,1,1,Other enzymes,CHEMBL3167,0
CHEMBL3760002,1,1,Other enzymes,CHEMBL3167,0
CHEMBL3763449,1,1,Proteases,CHEMBL2821,0
CHEMBL3763678,1,1,Proteases,CHEMBL2821,0
CHEMBL3763881,1,1,Proteases,CHEMBL2821,0
CHEMBL3764790,1,1,Proteases,CHEMBL2821,0
CHEMBL3765536,1,1,Proteases,CHEMBL2821,0
CHEMBL377094,1,1,Other enzymes,CHEMBL215,0
CHEMBL377318,1,1,Monoamine oxidases,CHEMBL2993,0
CHEMBL3775682,1,1,Other enzymes,CHEMBL6175,0
CHEMBL377821,1,1,Other enzymes,CHEMBL215,0
CHEMBL3785101,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3785112,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3785474,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3785699,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3785907,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3785926,1,1,Nuclear receptors,CHEMBL1871,0
CHEMBL3785970,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786111,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786130,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786231,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786236,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786296,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786403,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786636,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786734,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3786821,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3787157,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3787196,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3787387,1,1,Nuclear receptors,CHEMBL1871,0
CHEMBL3787509,1,1,Other enzymes,CHEMBL2916,0
CHEMBL3787517,1,1,Nuclear receptors,CHEMBL1871,0
CHEMBL379100,1,1,Proteases,CHEMBL4822,0
CHEMBL3797837,1,1,Other/unclassified,CHEMBL3797020,0
CHEMBL3804918,1,1,Ion channels and transporters,CHEMBL240,0
CHEMBL3813974,1,1,Other/unclassified,CHEMBL4361,0
CHEMBL3814334,1,1,Ion channels and transporters,CHEMBL2073709,0
CHEMBL3814638,1,1,Ion channels and transporters,CHEMBL2073709,0
CHEMBL3814726,1,1,Ion channels and transporters,CHEMBL2073709,0
CHEMBL3815018,1,1,Ion channels and transporters,CHEMBL2073709,0
CHEMBL381617,1,1,Proteases,CHEMBL4822,0
CHEMBL381622,1,1,Nuclear receptors,CHEMBL242,0
CHEMBL3818036,1,1,Other/unclassified,CHEMBL3712907,0
CHEMBL3818079,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3818226,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3818315,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3818426,1,1,Other/unclassified,CHEMBL3712907,0
CHEMBL3818455,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3818539,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3818635,1,1,Other/unclassified,CHEMBL3712907,0
CHEMBL3818720,1,1,Other enzymes,CHEMBL1978,0
CHEMBL381919,1,1,Proteases,CHEMBL4822,0
CHEMBL3819198,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3819219,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3819591,1,1,Other enzymes,CHEMBL3559,0
CHEMBL3822753,1,1,Other enzymes,CHEMBL230,0
CHEMBL3823187,1,1,Other enzymes,CHEMBL230,0
CHEMBL3823208,1,1,Other enzymes,CHEMBL230,0
CHEMBL3823420,1,1,Other enzymes,CHEMBL230,0
CHEMBL3823689,1,1,Other enzymes,CHEMBL230,0
CHEMBL3823814,1,1,Other enzymes,CHEMBL230,0
CHEMBL3824003,1,1,Other enzymes,CHEMBL230,0
CHEMBL382645,1,1,Monoamine oxidases,CHEMBL1951,0
CHEMBL3826998,1,1,Other enzymes,CHEMBL3229,0
CHEMBL383592,1,1,Other enzymes,CHEMBL247,0
CHEMBL387892,1,1,Other enzymes,CHEMBL1978,0
CHEMBL388604,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3891045,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3893493,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3894599,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3896376,1,1,Kinases,CHEMBL5145,0
CHEMBL3896718,1,1,Kinases,CHEMBL5145,0
CHEMBL3900643,1,1,Ion channels and transporters,CHEMBL2073709,0
CHEMBL3901171,1,1,Other enzymes,CHEMBL3114,0
CHEMBL390152,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3903073,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3904764,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL3905250,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3905661,1,1,Kinases,CHEMBL5145,0
CHEMBL3909527,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL3912096,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL391213,1,1,Other enzymes,CHEMBL3623,0
CHEMBL3914106,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3915683,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3916179,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3918464,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL3918835,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3919394,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3920525,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3921055,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3923185,1,1,Other enzymes,CHEMBL3649,0
CHEMBL3924170,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3924332,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL392450,1,1,Proteases,CHEMBL243,0
CHEMBL3925166,1,1,Ion channels and transporters,CHEMBL2073709,0
CHEMBL3926174,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3927354,1,1,Other enzymes,CHEMBL3988613,0
CHEMBL3927410,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL3927761,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3927855,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3928231,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3928452,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL3929427,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3929764,1,1,Proteases,CHEMBL284,0
CHEMBL3929967,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3931242,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL3931501,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3936738,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3937217,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3938469,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3939561,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3939563,1,1,Other/unclassified,CHEMBL3307224,0
CHEMBL3940050,1,1,Kinases,CHEMBL5145,0
CHEMBL3941042,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3941249,1,1,Kinases,CHEMBL5145,0
CHEMBL3946113,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3946665,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3948192,1,1,Kinases,CHEMBL5145,0
CHEMBL3948334,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3952716,1,1,Proteases,CHEMBL284,0
CHEMBL3954803,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3955849,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3956846,1,1,Kinases,CHEMBL5145,0
CHEMBL3957000,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3957520,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL3957654,1,1,Kinases,CHEMBL5145,0
CHEMBL3957916,1,1,Kinases,CHEMBL5145,0
CHEMBL3959541,1,1,Other enzymes,CHEMBL1978,0
CHEMBL3959577,1,1,Proteases,CHEMBL284,0
CHEMBL3959682,1,1,Other enzymes,CHEMBL4198,0
CHEMBL3960113,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3960590,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3962809,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3963020,1,1,Kinases,CHEMBL3268,0
CHEMBL3963507,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3965979,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3966515,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3966564,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL3966957,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3967563,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3967878,1,1,Kinases,CHEMBL5145,0
CHEMBL3968204,1,1,Other enzymes,CHEMBL3114,0
CHEMBL3968332,1,1,Proteases,CHEMBL284,0
CHEMBL3970030,1,1,Other enzymes,CHEMBL4198,0
CHEMBL3970237,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3971196,1,1,Proteases,CHEMBL284,0
CHEMBL3972306,1,1,Other enzymes,CHEMBL3114,0
CHEMBL3972814,1,1,Ion channels and transporters,CHEMBL2073709,0
CHEMBL3974043,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3975017,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3975024,1,1,Ion channels and transporters,CHEMBL4633,0
CHEMBL3975442,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3975572,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3976407,1,1,Kinases,CHEMBL5145,0
CHEMBL3977424,1,1,Kinases,CHEMBL5145,0
CHEMBL3977856,1,1,Kinases,CHEMBL5145,0
CHEMBL397932,1,1,Other enzymes,CHEMBL1930,0
CHEMBL3980694,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL3983437,1,1,Nuclear receptors,CHEMBL208,0
CHEMBL3984180,1,1,Other enzymes,CHEMBL1075138,0
CHEMBL401711,1,1,Nuclear receptors,CHEMBL1871,0
CHEMBL402030,1,1,Proteases,CHEMBL3706,0
CHEMBL402459,1,1,Other enzymes,CHEMBL4161,0
CHEMBL402991,1,1,Proteases,CHEMBL3706,0
CHEMBL403060,1,1,Other enzymes,CHEMBL247,0
CHEMBL403219,1,1,Nuclear receptors,CHEMBL1871,0
CHEMBL4059741,1,1,Other enzymes,CHEMBL5573,0
CHEMBL4060572,1,1,Other enzymes,CHEMBL4105870,0
CHEMBL4061169,1,1,Other enzymes,CHEMBL3559,0
CHEMBL4061479,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL4061563,1,1,Other enzymes,CHEMBL1935,0
CHEMBL4061606,1,1,Other enzymes,CHEMBL4105870,0
CHEMBL4061635,1,1,Other enzymes,CHEMBL3649,0
CHEMBL4062286,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL4062467,1,1,Nuclear receptors,CHEMBL242,0
CHEMBL4062531,1,1,G protein-coupled receptors,CHEMBL1293267,0
CHEMBL4062701,1,1,Other enzymes,CHEMBL3649,0
CHEMBL4063405,1,1,Carbonic anhydrases,CHEMBL3729,0
CHEMBL4063523,1,1,Kinases,CHEMBL2147,0
CHEMBL4064035,1,1,Other/unclassified,CHEMBL4531,0
CHEMBL4064323,1,1,Other enzymes,CHEMBL4550,0
CHEMBL4064565,1,1,Other enzymes,CHEMBL1806,0
CHEMBL4065291,1,1,G protein-coupled receptors,CHEMBL1293267,0
CHEMBL406555,1,1,Proteases,CHEMBL3563,0
CHEMBL4065593,1,1,Other enzymes,CHEMBL1806,0
CHEMBL4066109,1,1,G protein-coupled receptors,CHEMBL1293267,0
CHEMBL4066821,1,1,Other/unclassified,CHEMBL1250379,0
