molecule_chembl_id,target_chembl_id,record_count,canonical_smiles,target_name,target_organism,uniprot_accession,endpoint_types,dominant_endpoint,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL4853950,CHEMBL4879514,1,CCCCOc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.15,4.15,0.0
CHEMBL4853950,CHEMBL4879518,1,CCCCOc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.16,4.16,0.0
CHEMBL4853955,CHEMBL4879514,1,CC(C)CCc1cccc(C(=O)Nc2c(O)c3ccc(-c4ccnn4C)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.41,4.41,0.0
CHEMBL4853955,CHEMBL4879518,1,CC(C)CCc1cccc(C(=O)Nc2c(O)c3ccc(-c4ccnn4C)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.35,4.35,0.0
CHEMBL4854056,CHEMBL4739844,1,CCCN(CC)c1ccc2c(C)cc(=O)oc2c1,Immunoglobulin lambda variable 6-57,Homo sapiens,P06319,EC50,EC50,1,2021,2021,5.1,5.1,0.0
CHEMBL4854892,CHEMBL4739844,1,CCN(C)c1ccc2c(C)cc(=O)oc2c1,Immunoglobulin lambda variable 6-57,Homo sapiens,P06319,EC50,EC50,1,2021,2021,4.75,4.75,0.0
CHEMBL4855220,CHEMBL4879514,1,CC(C)CCc1cccc(C(=O)Nc2c(O)c3ccc(NC(=O)CCC(=O)O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.37,4.37,0.0
CHEMBL4855220,CHEMBL4879518,1,CC(C)CCc1cccc(C(=O)Nc2c(O)c3ccc(NC(=O)CCC(=O)O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.35,4.35,0.0
CHEMBL4855281,CHEMBL205,1,NS(=O)(=O)c1cc2cccc(O)c2oc1=O,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,6.81,6.81,0.0
CHEMBL4855281,CHEMBL261,1,NS(=O)(=O)c1cc2cccc(O)c2oc1=O,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,6.14,6.14,0.0
CHEMBL4855281,CHEMBL3242,1,NS(=O)(=O)c1cc2cccc(O)c2oc1=O,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,7.19,7.19,0.0
CHEMBL4855281,CHEMBL3594,1,NS(=O)(=O)c1cc2cccc(O)c2oc1=O,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,7.01,7.01,0.0
CHEMBL4855577,CHEMBL247,1,Cc1c(O)c([N+](=O)[O-])cc2cc(C(=O)NC3CCN(Cc4cccc(F)c4)CC3)c(=O)oc12,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1,Q72547,IC50,IC50,1,2021,2021,4.34,4.34,0.0
CHEMBL4855587,CHEMBL1806,1,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc(=O)c2ccccc2o1,DNA topoisomerase 2-alpha,Homo sapiens,Q9UQP9,IC50,IC50,1,2021,2021,4.58,4.58,0.0
CHEMBL4856137,CHEMBL4879514,1,CCCS(=O)(=O)Nc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.05,4.05,0.0
CHEMBL4856438,CHEMBL205,1,Cc1cc(C)c2cc(S(N)(=O)=O)c(=O)oc2c1,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,5.68,5.68,0.0
CHEMBL4856438,CHEMBL261,1,Cc1cc(C)c2cc(S(N)(=O)=O)c(=O)oc2c1,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,5.56,5.56,0.0
CHEMBL4856438,CHEMBL3242,1,Cc1cc(C)c2cc(S(N)(=O)=O)c(=O)oc2c1,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,6.52,6.52,0.0
CHEMBL4856438,CHEMBL3594,1,Cc1cc(C)c2cc(S(N)(=O)=O)c(=O)oc2c1,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,6.08,6.08,0.0
CHEMBL4856823,CHEMBL4879514,1,CCCCCc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.85,4.85,0.0
CHEMBL4856823,CHEMBL4879518,1,CCCCCc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.92,4.92,0.0
CHEMBL4857313,CHEMBL261,1,NS(=O)(=O)c1cc2c(ccc3ccccc32)oc1=O,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,4.12,4.12,0.0
CHEMBL4857313,CHEMBL3242,1,NS(=O)(=O)c1cc2c(ccc3ccccc32)oc1=O,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,5.1,5.1,0.0
CHEMBL4857313,CHEMBL3594,1,NS(=O)(=O)c1cc2c(ccc3ccccc32)oc1=O,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,5.2,5.2,0.0
CHEMBL4858470,CHEMBL4879514,1,CC(C)CSc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.18,4.18,0.0
CHEMBL4858470,CHEMBL4879518,1,CC(C)CSc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.28,4.28,0.0
CHEMBL4858765,CHEMBL205,1,NS(=O)(=O)c1cc2ccccc2oc1=O,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,6.63,6.63,0.0
CHEMBL4858765,CHEMBL261,1,NS(=O)(=O)c1cc2ccccc2oc1=O,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,6.32,6.32,0.0
CHEMBL4858765,CHEMBL3242,1,NS(=O)(=O)c1cc2ccccc2oc1=O,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,6.86,6.86,0.0
CHEMBL4858765,CHEMBL3594,1,NS(=O)(=O)c1cc2ccccc2oc1=O,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,7.19,7.19,0.0
CHEMBL4859492,CHEMBL4879514,1,CC(C)CCc1cccc(C(=O)Nc2c(O)c3ccc(NS(=O)(=O)Cc4ccccc4)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.87,4.87,0.0
CHEMBL4859883,CHEMBL247,1,O=C(NC1CCN(Cc2ccc(Cl)cc2)CC1)c1cc2cc([N+](=O)[O-])c(O)c(O)c2oc1=O,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1,Q72547,IC50,IC50,1,2021,2021,5.08,5.08,0.0
CHEMBL4860266,CHEMBL205,1,NS(=O)(=O)c1cc2cc(O)ccc2oc1=O,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,7.27,7.27,0.0
CHEMBL4860266,CHEMBL261,1,NS(=O)(=O)c1cc2cc(O)ccc2oc1=O,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,6.62,6.62,0.0
CHEMBL4860266,CHEMBL3242,1,NS(=O)(=O)c1cc2cc(O)ccc2oc1=O,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,7.58,7.58,0.0
CHEMBL4860266,CHEMBL3594,1,NS(=O)(=O)c1cc2cc(O)ccc2oc1=O,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,7.18,7.18,0.0
CHEMBL4860280,CHEMBL205,1,NS(=O)(=O)c1cc2cccc(F)c2oc1=O,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,7.16,7.16,0.0
CHEMBL4860280,CHEMBL261,1,NS(=O)(=O)c1cc2cccc(F)c2oc1=O,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,6.78,6.78,0.0
CHEMBL4860280,CHEMBL3242,1,NS(=O)(=O)c1cc2cccc(F)c2oc1=O,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,7.58,7.58,0.0
CHEMBL4860280,CHEMBL3594,1,NS(=O)(=O)c1cc2cccc(F)c2oc1=O,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,7.39,7.39,0.0
CHEMBL4860350,CHEMBL4879514,1,CCCCS(=O)(=O)Nc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.6,4.6,0.0
CHEMBL4860350,CHEMBL4879518,1,CCCCS(=O)(=O)Nc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.58,4.58,0.0
CHEMBL4860675,CHEMBL205,1,COc1cccc2oc(=O)c(S(N)(=O)=O)cc12,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,5.0,5.0,0.0
CHEMBL4860675,CHEMBL261,1,COc1cccc2oc(=O)c(S(N)(=O)=O)cc12,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,5.24,5.24,0.0
CHEMBL4860675,CHEMBL3242,1,COc1cccc2oc(=O)c(S(N)(=O)=O)cc12,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,6.51,6.51,0.0
CHEMBL4860675,CHEMBL3594,1,COc1cccc2oc(=O)c(S(N)(=O)=O)cc12,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,5.53,5.53,0.0
CHEMBL4860932,CHEMBL4879514,1,O=C(Nc1c(O)c2ccc(O)cc2oc1=O)c1cccc(SCC2CC2)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.77,4.77,0.0
CHEMBL4860932,CHEMBL4879518,1,O=C(Nc1c(O)c2ccc(O)cc2oc1=O)c1cccc(SCC2CC2)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.89,4.89,0.0
CHEMBL4861964,CHEMBL4879514,1,CC(C)CCc1cccc(C(=O)Nc2c(O)c3ccc(-c4cccc(C(=O)O)c4)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.83,4.83,0.0
CHEMBL486219,CHEMBL5848,1,COc1cc(O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,"Oligo-1,6-glucosidase IMA1",Saccharomyces cerevisiae S288c,Q76CZ0,IC50,IC50,1,2013,2013,4.21,4.21,0.0
CHEMBL4862435,CHEMBL247,1,O=C(c1cc2cc([N+](=O)[O-])c(O)c(O)c2oc1=O)N1CCCN(S(=O)(=O)c2ccc3ccncc3c2)CC1,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1,Q72547,IC50,IC50,1,2021,2021,4.16,4.16,0.0
CHEMBL4862632,CHEMBL6187,1,COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)N[C@@H](Cc4c[nH]c5ccc(O)cc45)C(=O)O)ccc23)cc1,MecA,Staphylococcus aureus,Q7DHH4,Kd,Kd,1,2021,2021,6.58,6.58,0.0
CHEMBL4863083,CHEMBL205,1,NS(=O)(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,6.38,6.38,0.0
CHEMBL4863083,CHEMBL261,1,NS(=O)(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,6.02,6.02,0.0
CHEMBL4863083,CHEMBL3242,1,NS(=O)(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,7.0,7.0,0.0
CHEMBL4863083,CHEMBL3594,1,NS(=O)(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,6.83,6.83,0.0
CHEMBL4863904,CHEMBL205,1,NS(=O)(=O)c1cc2cc(F)ccc2oc1=O,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,7.01,7.01,0.0
CHEMBL4863904,CHEMBL261,1,NS(=O)(=O)c1cc2cc(F)ccc2oc1=O,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,6.59,6.59,0.0
CHEMBL4863904,CHEMBL3242,1,NS(=O)(=O)c1cc2cc(F)ccc2oc1=O,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,7.45,7.45,0.0
CHEMBL4863904,CHEMBL3594,1,NS(=O)(=O)c1cc2cc(F)ccc2oc1=O,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,7.49,7.49,0.0
CHEMBL4864565,CHEMBL4879514,1,CC(C)CCc1cccc(C(=O)Nc2c(O)c3ccc(NS(=O)(=O)CC(C)C)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.71,4.71,0.0
CHEMBL4864565,CHEMBL4879518,1,CC(C)CCc1cccc(C(=O)Nc2c(O)c3ccc(NS(=O)(=O)CC(C)C)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.65,4.65,0.0
CHEMBL486460,CHEMBL4078,1,O=C(c1cc2ccccc2oc1=O)N1CCN(c2ccccc2)CC1,Acetylcholinesterase,Electrophorus electricus,O42275,IC50,IC50,1,2008,2008,5.03,5.03,0.0
CHEMBL4864715,CHEMBL1806,1,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc2ccccc2s1,DNA topoisomerase 2-alpha,Homo sapiens,Q9UQP9,IC50,IC50,1,2021,2021,4.99,4.99,0.0
CHEMBL4864988,CHEMBL4879514,1,CC(=O)Nc1ccc2c(O)c(NC(=O)c3cccc(CCC(C)C)c3)c(=O)oc2c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.6,4.6,0.0
CHEMBL4864988,CHEMBL4879518,1,CC(=O)Nc1ccc2c(O)c(NC(=O)c3cccc(CCC(C)C)c3)c(=O)oc2c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.61,4.61,0.0
CHEMBL4865071,CHEMBL4879514,1,CCCCc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.85,4.85,0.0
CHEMBL4865071,CHEMBL4879518,1,CCCCc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.92,4.92,0.0
CHEMBL4865493,CHEMBL247,1,CCCN(C(=O)c1cc2cc([N+](=O)[O-])c(O)c(O)c2oc1=O)[C@@H]1CCc2nc(N)sc2C1,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1,Q72547,IC50,IC50,1,2021,2021,4.35,4.35,0.0
CHEMBL4865520,CHEMBL247,1,Cc1c(O)c([N+](=O)[O-])cc2cc(C(=O)Nc3ccc(O)c(C(=O)O)c3)c(=O)oc12,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1,Q72547,IC50,IC50,1,2021,2021,5.0,5.0,0.0
CHEMBL4865520,CHEMBL3471,1,Cc1c(O)c([N+](=O)[O-])cc2cc(C(=O)Nc3ccc(O)c(C(=O)O)c3)c(=O)oc12,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,Q7ZJM1,IC50,IC50,1,2022,2022,5.3,5.3,0.0
CHEMBL4865705,CHEMBL4879514,1,CC(C)CCc1ccccc1C(=O)Nc1c(O)c2ccc(O)cc2oc1=O,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.41,4.41,0.0
CHEMBL4865705,CHEMBL4879518,1,CC(C)CCc1ccccc1C(=O)Nc1c(O)c2ccc(O)cc2oc1=O,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.36,4.36,0.0
CHEMBL486686,CHEMBL2563,1,CC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,Histone deacetylase 5,Homo sapiens,Q9UQL6,IC50,IC50,1,2010,2010,5.52,5.52,0.0
CHEMBL486686,CHEMBL2716,1,CC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,Histone deacetylase 7,Homo sapiens,Q9UFU7,IC50,IC50,1,2010,2010,5.89,5.89,0.0
CHEMBL486686,CHEMBL3524,1,CC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,Histone deacetylase 4,Homo sapiens,Q9UND6,IC50,IC50,1,2010,2010,5.93,5.93,0.0
CHEMBL486686,CHEMBL4145,1,CC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,Histone deacetylase 9,Homo sapiens,Q9UKV0,IC50,IC50,1,2010,2010,5.63,5.63,0.0
CHEMBL4867343,CHEMBL4879514,1,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1c(O)c2ccc(O)cc2oc1=O,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.11,4.11,0.0
CHEMBL4867343,CHEMBL4879518,1,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1c(O)c2ccc(O)cc2oc1=O,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.08,4.08,0.0
CHEMBL4867617,CHEMBL4879514,1,CC(C)Sc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.2,4.2,0.0
CHEMBL4867617,CHEMBL4879518,1,CC(C)Sc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.33,4.33,0.0
CHEMBL4867922,CHEMBL247,1,COC(=O)c1cc(NC(=O)c2cc3cc([N+](=O)[O-])c(O)c(O)c3oc2=O)ccc1O,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1,Q72547,IC50,IC50,1,2021,2021,4.91,4.91,0.0
CHEMBL4867942,CHEMBL4879514,1,CC(C)Cc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.6,4.6,0.0
CHEMBL4867942,CHEMBL4879518,1,CC(C)Cc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.7,4.7,0.0
CHEMBL4868404,CHEMBL5936,1,CCN(CC)CCn1cnc2c(=O)oc3ccccc3c21,Toll-like receptor 7,Homo sapiens,Q9NYK1,IC50,IC50,1,2021,2021,4.43,4.43,0.0
CHEMBL4868774,CHEMBL4879514,1,CC(C)CS(=O)(=O)Nc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.23,4.23,0.0
CHEMBL4868774,CHEMBL4879518,1,CC(C)CS(=O)(=O)Nc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.28,4.28,0.0
CHEMBL4868909,CHEMBL1913,1,COc1cccc(-c2cc(-c3c(O)c4ccccc4oc3=O)nc(N)c2C#N)c1,Platelet-derived growth factor receptor beta,Homo sapiens,Q8N5L4,IC50,IC50,1,2021,2021,7.7,7.7,0.0
CHEMBL4868909,CHEMBL203,1,COc1cccc(-c2cc(-c3c(O)c4ccccc4oc3=O)nc(N)c2C#N)c1,Epidermal growth factor receptor,Homo sapiens,P00533,IC50,IC50,1,2021,2021,7.48,7.48,0.0
CHEMBL4868909,CHEMBL279,1,COc1cccc(-c2cc(-c3c(O)c4ccccc4oc3=O)nc(N)c2C#N)c1,Vascular endothelial growth factor receptor 2,Homo sapiens,P35968,IC50,IC50,1,2021,2021,7.38,7.38,0.0
CHEMBL4869153,CHEMBL218,1,CCCCCCC(C)(C)c1cc(O)c2cc(Cc3ccccc3C(F)(F)F)c(=O)oc2c1,Cannabinoid receptor 1,Homo sapiens,Q9UNN0,Ki,Ki,1,2021,2021,6.0,6.0,0.0
CHEMBL4869248,CHEMBL205,1,COc1ccc2cc(S(N)(=O)=O)c(=O)oc2c1,Carbonic anhydrase 2,Homo sapiens,P00918,Ki,Ki,1,2021,2021,7.2,7.2,0.0
CHEMBL4869248,CHEMBL261,1,COc1ccc2cc(S(N)(=O)=O)c(=O)oc2c1,Carbonic anhydrase 1,Homo sapiens,P00915,Ki,Ki,1,2021,2021,6.48,6.48,0.0
CHEMBL4869248,CHEMBL3242,1,COc1ccc2cc(S(N)(=O)=O)c(=O)oc2c1,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2021,2021,7.27,7.27,0.0
CHEMBL4869248,CHEMBL3594,1,COc1ccc2cc(S(N)(=O)=O)c(=O)oc2c1,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2021,2021,7.39,7.39,0.0
CHEMBL4869659,CHEMBL4879514,1,COc1ccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)cc1CCC(C)C,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.8,4.8,0.0
CHEMBL487049,CHEMBL1951,1,COc1cc(OC2CCCCC2=O)cc2oc(=O)ccc12,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2008,2008,4.69,4.69,0.0
CHEMBL487050,CHEMBL1951,1,COc1c(OCC(C)=O)ccc2c3c(c(=O)oc12)CCC3,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2008,2008,6.92,6.92,0.0
CHEMBL487050,CHEMBL2039,1,COc1c(OCC(C)=O)ccc2c3c(c(=O)oc12)CCC3,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2008,2008,4.89,4.89,0.0
CHEMBL4870551,CHEMBL1806,1,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cnc2ccccc2c1,DNA topoisomerase 2-alpha,Homo sapiens,Q9UQP9,IC50,IC50,1,2021,2021,4.78,4.78,0.0
CHEMBL487071,CHEMBL1951,1,Cc1cc(=O)oc2c(C)c3oc4c(c3cc12)CCC4,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2008,2008,4.48,4.48,0.0
CHEMBL487071,CHEMBL2039,1,Cc1cc(=O)oc2c(C)c3oc4c(c3cc12)CCC4,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2008,2008,4.13,4.13,0.0
CHEMBL4870855,CHEMBL2039,1,O=C(Nc1cccc(Cl)c1)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2021,2021,7.99,7.99,0.0
CHEMBL4871381,CHEMBL6187,1,COc1ccc(NC(=O)[C@H]2Oc3c(c(=O)oc4ccccc34)[C@@H]2c2ccc(CCCN3CCCC3=O)cc2)cc1,MecA,Staphylococcus aureus,Q7DHH4,Kd,Kd,1,2021,2021,4.06,4.06,0.0
CHEMBL4871486,CHEMBL4879514,1,Cc1c(O)ccc2c(O)c(NC(=O)c3cccc(CCC(C)C)c3)c(=O)oc12,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Kd,Kd,1,2021,2021,4.63,4.63,0.0
CHEMBL4871933,CHEMBL4523923,1,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1cc2ccccc2oc1=O,Probable G-protein coupled receptor 27,Homo sapiens,Q9NS67,EC50,EC50,1,2021,2021,5.11,5.11,0.0
CHEMBL487235,CHEMBL1951,1,C=C(Br)COc1ccc2c(oc(=O)c3ccccc32)c1C,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2008,2008,5.62,5.62,0.0
CHEMBL487235,CHEMBL2039,1,C=C(Br)COc1ccc2c(oc(=O)c3ccccc32)c1C,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2008,2008,8.83,8.83,0.0
CHEMBL4872970,CHEMBL4879514,1,CCn1nccc1-c1ccc2c(O)c(NC(=O)c3cccc(CCC(C)C)c3)c(=O)oc2c1,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Q9GZQ8,Ki,Ki,1,2021,2021,4.45,4.45,0.0
CHEMBL4872970,CHEMBL4879518,1,CCn1nccc1-c1ccc2c(O)c(NC(=O)c3cccc(CCC(C)C)c3)c(=O)oc2c1,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Q9H492,Ki,Ki,1,2021,2021,4.41,4.41,0.0
