target_chembl_id,record_count,unique_compounds,target_name,target_organism,uniprot_accession,endpoint_types,dominant_endpoint,endpoint_homogeneity,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL3307224,1,1,Nonstructural protein 5A,Hepatitis C virus,Q5L478,EC50,EC50,1.0,1,2016,2016,8.15,8.15,0.0
CHEMBL3308998,1,1,Genome polyprotein,dengue virus type 2,Q88655,IC50,IC50,1.0,1,2010,2010,4.92,4.92,0.0
CHEMBL3310,1,1,Histone deacetylase 11,Homo sapiens,Q9NTC9,IC50,IC50,1.0,1,2014,2014,4.13,4.13,0.0
CHEMBL3335,1,1,Cytochrome P450 2B1,Rattus norvegicus,Q64584,Ki,Ki,1.0,1,2005,2005,5.62,5.62,0.0
CHEMBL3351196,1,1,PA-I galactophilic lectin,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Q05097,Kd,Kd,1.0,1,2023,2023,5.27,5.27,0.0
CHEMBL3371,1,1,5-hydroxytryptamine receptor 6,Homo sapiens,Q5TGZ1,Ki,Ki,1.0,1,2021,2021,6.64,6.64,0.0
CHEMBL3412,1,1,Stromelysin-3,Mus musculus,Q02853,Ki,Ki,1.0,1,1999,1999,8.3,8.3,0.0
CHEMBL3414417,1,1,Histone acetyltransferase RTT109,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Q07794,IC50,IC50,1.0,1,2015,2015,6.58,6.58,0.0
CHEMBL3431938,1,1,Glucose transporter,Leishmania mexicana,O61059,IC50,IC50,1.0,1,,,4.87,4.87,0.0
CHEMBL3480,1,1,Chitin synthase 1,Candida albicans,P23316,IC50,IC50,1.0,1,2000,2000,4.92,4.92,0.0
CHEMBL3578,1,1,"Aldehyde dehydrogenase, dimeric NADP-preferring",Homo sapiens,Q9BT37,IC50,IC50,1.0,1,2017,2017,5.27,5.27,0.0
CHEMBL3616,1,1,Protein kinase C eta type,Homo sapiens,Q8NE03,Kd,Kd,1.0,1,2010,2010,6.19,6.19,0.0
CHEMBL3663,1,1,Growth factor receptor-bound protein 2,Homo sapiens,P62993,Kd,Kd,1.0,1,1999,1999,4.95,4.95,0.0
CHEMBL3714706,1,1,Transient receptor potential cation channel subfamily M member 7,Mus musculus,Q9JLQ1,IC50,IC50,1.0,0,2012,2012,6.02,6.02,0.0
CHEMBL3737,1,1,5-hydroxytryptamine receptor 1A,Mus musculus,Q8BGS4,Ki,Ki,1.0,1,1999,1999,5.43,5.43,0.0
CHEMBL3751,1,1,Steroid hormone receptor ERR2,Homo sapiens,Q9HCB4,IC50,IC50,1.0,1,2013,2013,6.95,6.95,0.0
CHEMBL3774295,1,1,Lysine-specific demethylase 5B,Homo sapiens,Q9Y3Q5,IC50,IC50,1.0,1,2020,2020,5.34,5.34,0.0
CHEMBL3788,1,1,Serine/threonine-protein kinase PLK4,Homo sapiens,Q9UDE2,IC50,IC50,1.0,1,2012,2012,5.53,5.53,0.0
CHEMBL3861,1,1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",Homo sapiens,Q9BS05,IC50,IC50,1.0,1,2017,2017,5.28,5.28,0.0
CHEMBL3863,1,1,Serine/threonine-protein kinase D1,Homo sapiens,Q15139,IC50,IC50,1.0,1,2023,2023,5.63,5.63,0.0
CHEMBL3879827,1,1,Chromodomain Y-like protein,Homo sapiens,Q9Y424,Kd,Kd,1.0,1,2019,2019,4.58,4.58,0.0
CHEMBL3924,1,1,Dual specificity protein phosphatase 22,Homo sapiens,Q9NRW4,IC50,IC50,1.0,1,2020,2020,5.68,5.68,0.0
CHEMBL3988613,1,1,Protein-glutamine gamma-glutamyltransferase 2,Cavia cutleri,P08587,IC50,IC50,1.0,0,2015,2015,4.32,4.32,0.0
CHEMBL3988623,1,1,Thyrotropin releasing hormone degrading enzyme,Sus scrofa,F1SH20,Ki,Ki,1.0,0,2010,2010,6.39,6.39,0.0
CHEMBL4018,1,1,Neuropeptide Y receptor type 2,Homo sapiens,Q9UE67,IC50,IC50,1.0,0,,,5.3,5.3,0.0
CHEMBL4040,1,1,Mitogen-activated protein kinase 1,Homo sapiens,P28482,IC50,IC50,1.0,0,,,5.35,5.35,0.0
CHEMBL4042,1,1,Prostaglandin G/H synthase 1,Rattus norvegicus,Q63921,AC50,AC50,1.0,1,2023,2023,5.64,5.64,0.0
CHEMBL4072,1,1,Cathepsin B,Homo sapiens,Q96D87,Ki,Ki,1.0,1,2012,2012,6.85,6.85,0.0
CHEMBL4105924,1,1,ELAV-like protein 3,Homo sapiens,Q96QS9,IC50,IC50,1.0,1,2017,2017,6.22,6.22,0.0
CHEMBL4109,1,1,"Glutamate receptor ionotropic, NMDA 2C",Homo sapiens,Q14957,IC50,IC50,1.0,1,2018,2018,4.17,4.17,0.0
CHEMBL4128,1,1,Angiopoietin-1 receptor,Homo sapiens,Q8IV34,IC50,IC50,1.0,1,2012,2012,6.58,6.58,0.0
CHEMBL4153,1,1,Sigma non-opioid intracellular receptor 1,Cavia porcellus,Q60492,Ki,Ki,1.0,1,2014,2014,6.63,6.63,0.0
CHEMBL4203,1,1,Dual specificity protein kinase CLK4,Homo sapiens,Q9HAZ1,Ki,Ki,1.0,0,,,5.9,5.9,0.0
CHEMBL4225,1,1,Dual specificity protein kinase CLK2,Homo sapiens,Q96CQ0,IC50,IC50,1.0,1,2023,2023,6.15,6.15,0.0
CHEMBL4282,1,1,RAC-alpha serine/threonine-protein kinase,Homo sapiens,P31749,IC50,IC50,1.0,1,2012,2012,5.48,5.48,0.0
CHEMBL4295757,1,1,"Stress-70 protein, mitochondrial",Homo sapiens,Q9UC56,IC50,IC50,1.0,1,2023,2023,4.87,4.87,0.0
CHEMBL4296326,1,1,Anthrax toxin receptor 2,Homo sapiens,Q96NC7,IC50,IC50,1.0,1,2012,2012,6.3,6.3,0.0
CHEMBL4304,1,1,Calcium-activated potassium channel subunit alpha-1,Homo sapiens,Q9UQK6,EC50,EC50,1.0,0,2006,2006,5.82,5.82,0.0
CHEMBL4362,1,1,Tyrosine-protein kinase Fgr,Rattus norvegicus,Q6P6U0,IC50,IC50,1.0,1,2006,2006,5.03,5.03,0.0
CHEMBL4363,1,1,Tyrosine-protein kinase Lyn,Rattus norvegicus,Q63320,IC50,IC50,1.0,1,2006,2006,5.54,5.54,0.0
CHEMBL4364,1,1,Tyrosine-protein kinase SYK,Rattus norvegicus,Q64725,IC50,IC50,1.0,1,2006,2006,5.37,5.37,0.0
CHEMBL4372,1,1,Lethal factor,Bacillus anthracis,Q933F6,Ki,Ki,1.0,1,2014,2014,6.24,6.24,0.0
CHEMBL4394,1,1,Sphingosine kinase 1,Homo sapiens,Q9NYL3,IC50,IC50,1.0,1,2021,2021,6.13,6.13,0.0
CHEMBL4469,1,1,Small conductance calcium-activated potassium channel protein 2,Homo sapiens,Q9H2S1,EC50,EC50,1.0,0,2006,2006,5.3,5.3,0.0
CHEMBL4506,1,1,NAD-dependent protein deacetylase sirtuin-1,Homo sapiens,Q9Y6F0,IC50,IC50,1.0,1,2009,2009,5.22,5.22,0.0
CHEMBL4510,1,1,Cysteine protease falcipain-3,Plasmodium falciparum,Q9NBA7,IC50,IC50,1.0,1,2004,2004,4.86,4.86,0.0
CHEMBL4523,1,1,Serine/threonine-protein kinase pim-2,Homo sapiens,Q9P1W9,IC50,IC50,1.0,1,2023,2023,6.47,6.47,0.0
CHEMBL4523282,1,1,Polypeptide N-acetylgalactosaminyltransferase 1,Homo sapiens,Q9UM86,IC50,IC50,1.0,1,2019,2019,5.61,5.61,0.0
CHEMBL4523291,1,1,Polypeptide N-acetylgalactosaminyltransferase 3,Homo sapiens,Q7Z476,IC50,IC50,1.0,1,2019,2019,5.79,5.79,0.0
CHEMBL4523371,1,1,Polypeptide N-acetylgalactosaminyltransferase 10,Homo sapiens,Q9Y4M4,IC50,IC50,1.0,1,2019,2019,6.48,6.48,0.0
CHEMBL4523392,1,1,Polypeptide N-acetylgalactosaminyltransferase 13,Homo sapiens,Q9UIE5,IC50,IC50,1.0,1,2019,2019,4.86,4.86,0.0
CHEMBL4523400,1,1,Polypeptide N-acetylgalactosaminyltransferase 6,Homo sapiens,Q9UIV5,IC50,IC50,1.0,1,2019,2019,5.74,5.74,0.0
CHEMBL4523427,1,1,Polypeptide N-acetylgalactosaminyltransferase 14,Homo sapiens,Q9H9J8,IC50,IC50,1.0,1,2019,2019,6.34,6.34,0.0
CHEMBL4523923,1,1,Probable G-protein coupled receptor 27,Homo sapiens,Q9NS67,EC50,EC50,1.0,1,2021,2021,5.11,5.11,0.0
CHEMBL4524025,1,1,Translin-associated protein X,Homo sapiens,Q99598,IC50,IC50,1.0,1,2016,2016,5.46,5.46,0.0
CHEMBL4550,1,1,Arachidonate 5-lipoxygenase-activating protein,Homo sapiens,Q5VV04,Kd,Kd,1.0,1,2017,2017,4.68,4.68,0.0
CHEMBL4553,1,1,Thyrotropin-releasing hormone receptor,Rattus norvegicus,Q63949,Ki,Ki,1.0,0,2010,2010,4.32,4.32,0.0
CHEMBL4588,1,1,Neutrophil collagenase,Homo sapiens,Q45F99,Ki,Ki,1.0,1,1999,1999,7.77,7.77,0.0
CHEMBL4630869,1,1,Collagenase ColH,Hathewaya histolytica,Q46085,IC50,IC50,1.0,1,2022,2022,7.62,7.62,0.0
CHEMBL4669,1,1,Histone acetyltransferase GCN5,Saccharomyces cerevisiae S288c,Q6B165,IC50,IC50,1.0,1,2015,2015,5.96,5.96,0.0
CHEMBL4680034,1,1,5'-nucleotidase,Mus musculus,Q61503,IC50,IC50,1.0,1,2021,2021,7.4,7.4,0.0
CHEMBL4698,1,1,"Malonyl-CoA decarboxylase, mitochondrial",Homo sapiens,Q9Y3F2,IC50,IC50,1.0,1,2010,2010,8.17,8.17,0.0
CHEMBL4703,1,1,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,Homo sapiens,P67775,IC50,IC50,1.0,1,2020,2020,6.7,6.7,0.0
CHEMBL4722,1,1,Aurora kinase A,Homo sapiens,O14965,IC50,IC50,1.0,1,2012,2012,5.61,5.61,0.0
CHEMBL4739681,1,1,Ectonucleoside triphosphate diphosphohydrolase 1,Mus musculus,P55772,IC50,IC50,1.0,1,2021,2021,6.3,6.3,0.0
CHEMBL4766,1,1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",Homo sapiens,Q308M4,IC50,IC50,1.0,1,2017,2017,5.53,5.53,0.0
CHEMBL4777,1,1,Neuropeptide Y receptor type 1,Homo sapiens,P25929,IC50,IC50,1.0,0,,,5.23,5.23,0.0
CHEMBL4801,1,1,Caspase-1,Homo sapiens,Q9UCN3,IC50,IC50,1.0,1,2000,2000,7.77,7.77,0.0
CHEMBL4837,1,1,Type 1 fimbrin D-mannose specific adhesin,Escherichia coli K-12,Q2M5Z3,Kd,Kd,1.0,1,2014,2014,7.7,7.7,0.0
CHEMBL4899,1,1,Mitogen-activated protein kinase kinase kinase 8,Homo sapiens,Q9HC81,IC50,IC50,1.0,1,2012,2012,5.62,5.62,0.0
CHEMBL4948,1,1,Dual specificity mitogen-activated protein kinase kinase 5,Homo sapiens,Q92962,Kd,Kd,1.0,1,2017,2017,5.7,5.7,0.0
CHEMBL4984,1,1,Tumor necrosis factor,Mus musculus,Q91VF3,IC50,IC50,1.0,1,2018,2018,4.78,4.78,0.0
CHEMBL5071,1,1,Prostaglandin D2 receptor 2,Homo sapiens,Q9Y5Y4,Ki,Ki,1.0,1,2012,2012,7.5,7.5,0.0
CHEMBL5103,1,1,Polyamine deacetylase HDAC10,Homo sapiens,Q9UGX2,IC50,IC50,1.0,1,2014,2014,4.07,4.07,0.0
CHEMBL5147,1,1,Ephrin type-B receptor 4,Homo sapiens,Q9BXP0,IC50,IC50,1.0,1,2012,2012,5.74,5.74,0.0
CHEMBL5279,1,1,Potassium voltage-gated channel subfamily A member 6,Homo sapiens,P17658,IC50,IC50,1.0,1,2017,2017,6.89,6.89,0.0
CHEMBL5362,1,1,Sortase A,Staphylococcus aureus,Q9S446,IC50,IC50,1.0,1,2021,2021,4.44,4.44,0.0
CHEMBL5391,1,1,DNA polymerase iota,Homo sapiens,Q9UNA4,IC50,IC50,1.0,1,2016,2016,7.21,7.21,0.0
CHEMBL5393,1,1,Broad substrate specificity ATP-binding cassette transporter ABCG2,Homo sapiens,Q9UNQ0,IC50,IC50,1.0,1,2022,2022,4.37,4.37,0.0
CHEMBL5406,1,1,Histone-arginine methyltransferase CARM1,Homo sapiens,Q86X55,IC50,IC50,1.0,1,2012,2012,4.6,4.6,0.0
CHEMBL5577,1,1,Galanin receptor type 2,Rattus norvegicus,O08726,Ki,Ki,1.0,1,2010,2010,4.47,4.47,0.0
CHEMBL5619,1,1,DNA repair nuclease/redox regulator APEX1,Homo sapiens,Q99775,IC50,IC50,1.0,1,2009,2009,5.1,5.1,0.0
CHEMBL5685,1,1,Solute carrier family 22 member 1,Homo sapiens,Q9NQD4,IC50,IC50,1.0,1,2023,2023,4.42,4.42,0.0
CHEMBL5695,1,1,Intestinal-type alkaline phosphatase,Bos taurus,Q28124,IC50,IC50,1.0,1,2018,2018,5.86,5.86,0.0
CHEMBL5722,1,1,Ectonucleoside triphosphate diphosphohydrolase 1,Homo sapiens,Q9Y3Q9,IC50,IC50,1.0,1,2018,2018,7.3,7.3,0.0
CHEMBL5725151,1,1,"Pyruvate carboxylase, mitochondrial",Homo sapiens,Q16705,IC50,IC50,1.0,1,2024,2024,7.14,7.14,0.0
CHEMBL5784,1,1,NUAK family SNF1-like kinase 1,Homo sapiens,Q96KA8,IC50,IC50,1.0,1,2012,2012,6.29,6.29,0.0
CHEMBL5792,1,1,Cytochrome P450 3A43,Homo sapiens,Q9HB57,IC50,IC50,1.0,0,2022,2022,5.03,5.03,0.0
CHEMBL5800,1,1,Falcipain 2,Plasmodium falciparum,Q9N6S8,IC50,IC50,1.0,1,2004,2004,5.41,5.41,0.0
CHEMBL5848,1,1,"Oligo-1,6-glucosidase IMA1",Saccharomyces cerevisiae S288c,Q76CZ0,IC50,IC50,1.0,1,2013,2013,4.21,4.21,0.0
CHEMBL5872,1,1,G-protein coupled estrogen receptor 1,Homo sapiens,Q99981,IC50,IC50,1.0,0,2018,2018,8.61,8.61,0.0
CHEMBL5977,1,1,Galectin-2,Homo sapiens,Q6FGY4,Kd,Kd,1.0,1,2016,2016,5.16,5.16,0.0
CHEMBL6003,1,1,Testis-specific serine/threonine-protein kinase 1,Homo sapiens,Q9BXA7,IC50,IC50,1.0,1,2009,2009,4.41,4.41,0.0
CHEMBL6020,1,1,Bile salt export pump,Homo sapiens,Q9UNB2,IC50,IC50,1.0,1,2012,2012,4.4,4.4,0.0
CHEMBL6086,1,1,ATP phosphoribosyltransferase,Mycobacterium tuberculosis,P9WMN1,Ki,Ki,1.0,1,2008,2008,4.22,4.22,0.0
CHEMBL6100,1,1,Autoinducer 2-binding periplasmic protein LuxP,Vibrio harveyi,P54300,IC50,IC50,1.0,1,2008,2008,4.92,4.92,0.0
CHEMBL6135,1,1,Neuraminidase,Influenza A virus,B4URF0,IC50,IC50,1.0,1,2017,2017,4.42,4.42,0.0
CHEMBL6166,1,1,Mitogen-activated protein kinase kinase kinase kinase 4,Homo sapiens,Q9NST7,Ki,Ki,1.0,0,,,5.3,5.3,0.0
